Título	link	data	tipo	doi	issn	ISSN	Periódico	Qualis	FI (JCR)	H-index	media_citacao_3_anos	Resumo_antigo	Categorias	categories	Resumo	PUBMEDID	Periódico	ISSN	DOI	Tradução do título	Tradução do resumo
Non-optimal effectiveness of convalescent plasma transfusion and hydroxychloroquine in treating COVID-19: a case report.	https://doi.org/10.1186/s12985-020-01354-6	19/06/2020	Artigo completo publicado em periódico científico	10.1186/s12985-020-01354-6	1743-422X	1743422X	VIROLOGY JOURNAL	A3	1.091	88	4.9	 Abstract  Background Convalescent plasma (CP) transfusion was reported to be effective in treating critically ill patients with COVID-19, and hydroxychloroquine could potently inhibit SARS-CoV-2 in vitro. Herein, we reported a case receiving combination therapy with CP transfusion and hydroxychloroquine for the first time.  Case presentation Laboratory findings showed high lactic acid level (2.1 mmol/L) and C-reactive protein (CRP, 48.8 mg/L), and low white blood cell count (1.96 × 10 9/L) in a 65-year-old Chinese man, who was diagnosed with severe COVID-19. CP was intravenously given twice, and hydroxychloroquine was orally administrated for a week (0.2 g, three times a day). The lactic acid and C-reactive protein levels remained high (2.1 mmol/L and 73.23 mg/L, respectively), while the arterial oxyhemoglobin saturation decreased to 86% with a low oxygenation index (OI, 76 mmHg) on day 4 after CP transfusion. His temperature returned to normal and the OI ascended above 300 on day 11. Moreover, the RNA test remained positive in throat swab, and computed tomography revealed severe pulmonary lesions on day 11 after admission.  Conclusion These findings suggested that the effectiveness of combination therapy with CP and hydroxychloroquine may be non-optimal, and specific therapy needs to be explored.	['Hidroxicloroquina', 'Plasma convalescente']	['Hydroxychloroquine', 'Convalescent Plasma']	These findings suggested that the effectiveness of combination therapy with CP and hydroxychloroquine may be non-optimal, and specific therapy needs to be explored.	32560646	Virology journal	1743-422X	10.1186/s12985-020-01354-6	Eficácia não ideal da transfusão de plasma convalescente e hidroxicloroquina no tratamento de COVID-19: relato de caso. 	Esses achados sugeriram que a eficácia da terapia combinada com CP e hidroxicloroquina pode não ser a ideal, e a terapia específica precisa ser explorada.
Clinical characteristics, diagnosis, and treatment of COVID-19: A case report.	https://www.wjgnet.com/2307-8960/full/v8/i11/2325.htm	06/06/2020	Artigo completo publicado em periódico científico	https://www.wjgnet.com/2307-8960/full/v8/i11/2325.htm	-	-	-	-	-	-	-	-	['Cefoperazona', 'Imunoglobulina', 'Lopinavir', 'Moxifloxacina', 'Oseltamivir', 'Prednisona', 'Ritonavir', 'Zadaxina']	['Cefoperazone', 'Immunoglobulin', 'Lopinavir', 'Moxifloxacin', 'Oseltamivir', 'Prednisone', 'Ritonavir', 'Zadaxine']	-	-	-	-	-	Características clínicas, diagnóstico e tratamento do COVID-19: Relato de caso. 	-
Case report: use of lenzilumab and tocilizumab for the treatment of coronavirus disease 2019.	https://pubmed.ncbi.nlm.nih.gov/32546029/	17/06/2020	Artigo completo publicado em periódico científico	PUBMED_ID:32546029/	-	-	-	-	-	-	-	-	['Lenzilumabe', 'Tocilizumabe']	['Lenzilumab', 'Tocilizumab']	-	32546029	Immunotherapy	1750-7448	10.2217/imt-2020-0136	Relato de caso: uso de lenzilumab e tocilizumab para o tratamento da doença por coronavírus 2019. 	-
Flight of the COVID-19 patient: experience with a Wuhan evacuee: a case report.	https://doi.org/10.1186/s13256-020-02396-8	11/06/2020	Artigo completo publicado em periódico científico	10.1186/s13256-020-02396-8	1752-1947	17521947	JOURNAL OF MEDICAL CASE REPORTS	A4	0.289	34	1.13	 Abstract  Background Coronavirus disease 2019, caused by severe acute respiratory syndrome coronavirus 2, was declared a global pandemic by the World Health Organization in March 2020.  Case presentation We report a case of a 51-year-old Chinese woman who was evacuated from Wuhan, China and diagnosed with coronavirus disease 2019 infection at a Southern California quarantine facility. Her clinical course was notable for high fevers, night sweats, productive cough, transient leukopenia, lymphopenia, thrombocytopenia, and transaminitis. Evolving hypoxia and infiltrates on chest imaging warranted the trial of an investigational antiviral drug - remdesivir. Our patient recovered and was discharged after 2 weeks of hospitalization.  Conclusions This case highlights our patient’s clinical course, including diagnostic work-up, medical management, and challenges in defining non-infectivity in a relatively unknown disease.	['Remdesivir']	['Remdesivir']	This case highlights our patient's clinical course, including diagnostic work-up, medical management, and challenges in defining non-infectivity in a relatively unknown disease.	32527327	Journal of medical case reports	1752-1947	10.1186/s13256-020-02396-8	Vôo do paciente COVID-19: experiência com evacuado de Wuhan: relato de caso. 	Este caso destaca o curso clínico de nosso paciente, incluindo investigação diagnóstica, manejo médico e desafios na definição de não infectividade em uma doença relativamente desconhecida.
Combination antiviral therapy with lopinavir/ritonavir, arbidol and interferon-α1b for COVID-19	https://www.intmedpress.com/serveFile.cfm?sUID=375134ca-b54c-4c12-9965-c20565fb4560	04/06/2020	Artigo completo publicado em periódico científico	https://www.intmedpress.com/serveFile.cfm?sUID=375134ca-b54c-4c12-9965-c20565fb4560	-	-	-	-	-	-	-	-	['Interferon alfa', 'Lopinavir', 'Ritonavir', 'Umifenovir']	['Interferon alpha', 'Lopinavir', 'Ritonavir', 'Umifenovir']	Since the outbreak of coronavirus disease (COVID-19) that was discovered in 2019 in Wuhan, China, no standard therapy guideline has been set despite the severity of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and its high infectivity. The globally pandemic outbreak suggests that COVID-19 is highly infectious and difficult to control. A dual-combination of ribavirin and interferon-α has been the widely used regimen for the treatment of this disease in China. However, due to the varying results of treatment with these drugs, a novel antiviral combination therapy is urgently needed. This case reports the usage of lopinavir/ritonavir-based combination antiviral regimen for a patient with SARS-CoV-2 infection.	32496210	Antiviral therapy	2040-2058	10.3851/IMP3362	Terapia antiviral combinada com lopinavir/ritonavir, arbidol e interferon-α1b para COVID- 	19 síndrome respiratória aguda coronavírus 2 (SARS-CoV-2) e sua alta infectividade. O surto global de pandemia sugere que o COVID-19 é altamente infeccioso e difícil de controlar. Uma combinação dupla de ribavirina e interferon-α tem sido o esquema amplamente utilizado para o tratamento desta doença na China. No entanto, devido aos resultados variados do tratamento com esses medicamentos, uma nova terapia antiviral combinada é urgentemente necessária. Este caso relata o uso de regime antiviral combinado à base de lopinavir/ritonavir para um paciente com infecção por SARS-CoV-2.
Tocilizumab in the treatment of a critical COVID-19 patient: a case report.	https://www.europeanreview.org/article/21372	08/06/2020	Artigo completo publicado em periódico científico	https://www.europeanreview.org/article/21372	-	-	-	-	-	-	-	-	['Cloroquina', 'Gamaglobulina', 'Prednisona', 'Tocilizumabe', 'Umifenovir']	['Chloroquine', 'Gamaglobulin', 'Prednisone', 'Tocilizumab', 'Umifenovir']	Infection following SARS-Co V-2 leading to COVID-19 disease is associated with significant morbidity and mortality. The clinical entity, COVID-19 cytokine storm syndrome (CSS) is a severe immunological manifestation of the disease associated with ominous consequences. Tocilizumab is interleukin-6 inhibitors that has been shown to hamper the catastrophic outcomes of CCS including the need for mechanical ventilation as well as reduce mortality, but the usage is limited by warnings of reactivation of potential latent infections or immune dysfunctions including severe neutropenia. We describe a case of 39-year-old Nepalese male patient with a background of scleritis maintained on azathioprine and rituximab therapy with normal baseline parameters including complete blood count who presented with acute COVID-19 infection including associated leukopenia as well as severe neutropenia (absolute neutrophil count of 300 cells/µl), then progressed to critical disease culminating into CSS. Based on risks and benefits evaluation, the patient was treated with tocilizumab reinforced with granulocytes-colony stimulating factor (G-CSF, Filgrastim) to full recovery and safe outcome including reversal of neutropenia.	35664523	Clinical case reports	2050-0904	10.1002/ccr3.5932	Tocilizumab no tratamento de paciente crítico com COVID-19: relato de caso. 	A infecção após SARS-Co V-2 que leva à doença de COVID-19 está associada a morbidade e mortalidade significativas. A entidade clínica, síndrome da tempestade de citocinas COVID-19 (CSS) é uma manifestação imunológica grave da doença associada a consequências sinistras. O tocilizumabe é um inibidor da interleucina-6 que demonstrou prejudicar os resultados catastróficos da CCS, incluindo a necessidade de ventilação mecânica, bem como reduzir a mortalidade, mas o uso é limitado por avisos de reativação de possíveis infecções latentes ou disfunções imunológicas, incluindo neutropenia grave. Descrevemos um caso de paciente do sexo masculino nepalês de 39 anos com histórico de esclerite mantido em terapia com azatioprina e rituximabe com parâmetros basais normais, incluindo hemograma completo, que apresentou infecção aguda por COVID-19, incluindo leucopenia associada, bem como neutropenia grave (absoluta contagem de neutrófilos de 300 células/µl), então progrediu para doença crítica culminando em CSS. Com base na avaliação de riscos e benefícios, o paciente foi tratado com tocilizumabe reforçado com fator estimulador de colônias de granulócitos (G-CSF, Filgrastim) para recuperação completa e resultado seguro, incluindo reversão da neutropenia.
High‐dose, short‐term corticosteroids for ARDS caused by COVID‐19: a case series. Respirology Case Reports.	https://doi.org/10.1002/rcr2.596	04/06/2020	Artigo completo publicado em periódico científico	10.1002/rcr2.596	2051-3380	20513380	Respirology Case Reports	-	0.261	12	0.84	-	['Prednisolona', 'Prednisona']	['Prednisolone', 'Prednisone']	-	-	-	-	-	Corticosteróides de alta dose e curto prazo para SDRA causada por COVID-19: uma série de casos. Relatos de Casos de Respirologia. 	-
Severe exacerbation of immune thrombocytopenia and COVID-19: the favorable response to corticosteroid-based therapy—a case report.	https://doi.org/10.1007/s00277-020-04070-x	04/06/2020	Artigo completo publicado em periódico científico	10.1007/s00277-020-04070-x	0939-5555	9395555	ANNALS OF HEMATOLOGY (PRINT)	A4	0.994	84	2.75	-	['Imunoglobulina', 'Prednisona', 'Umifenovir']	['Immunoglobulin', 'Prednisone', 'Umifenovir']	The results of this case series suggest that high-dose oral famotidine is well tolerated and associated with improved patient-reported outcomes in non-hospitalised patients with COVID-19.	32500224	Annals of hematology	1432-0584	10.1007/s00277-020-04070-x	Exacerbação grave de trombocitopenia imune e COVID-19: a resposta favorável à terapia baseada em corticosteróides - relato de caso. 	Os resultados desta série de casos sugerem que a famotidina oral em altas doses é bem tolerada e associada a melhores resultados relatados pelos pacientes em pacientes não hospitalizados com COVID-19.
A case report of serious haemolysis in a glucose-6-phosphate dehydrogenase-deficient COVID-19 patient receiving hydroxychloroquine.	http://www.ncbi.nlm.nih.gov/pubmed/32496938	04/06/2020	Artigo completo publicado em periódico científico	http://www.ncbi.nlm.nih.gov/pubmed/32496938	-	-	-	-	-	-	-	-	['Azitromicina', 'Hidroxicloroquina']	['Azithromycin', 'Hydroxychloroquine']	-	-	-	-	-	Um relato de caso de hemólise grave em um paciente COVID-19 com deficiência de glicose-6-fosfato desidrogenase recebendo hidroxicloroquina. 	-
Anticardiolipin antibodies and COVID-19 - A Case Report from America.	https://doi.org/10.1002/jmv.26135	04/06/2020	Artigo completo publicado em periódico científico	10.1002/jmv.26135	0146-6615	1466615	JOURNAL OF MEDICAL VIROLOGY (PRINT)	B1	2.656	137	14.76	-	['Ácido ascórbico', 'Azitromicina', 'Ceftriaxona', 'Enoxaparina', 'Hidroxicloroquina']	['Ascorbic acid', 'Azithromycin', 'Ceftriaxone', 'Enoxaparin', 'Hydroxychloroquine']	-	-	-	-	-	Anticorpos anticardiolipina e COVID-19 - Relato de caso da América. 	-
Combination of thrombolytic and immunosuppressive therapy for coronavirus disease 2019: A case report.	https://www.ijidonline.com/article/S1201-9712(20)30425-2/abstract	01/06/2020	Artigo completo publicado em periódico científico	https://www.ijidonline.com/article/S1201-9712(20)30425-2/abstract	-	-	-	-	-	-	-	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	Combinação de terapia trombolítica e imunossupressora para doença de coronavírus 2019: relato de caso. 	-
The use of convalescent plasma therapy and remdesivir in the successful management of a critically ill obstetric patient with novel coronavirus 2019 infection: A case report.	https://doi.org/10.1016/j.crwh.2020.e00221	16/05/2020	Artigo completo publicado em periódico científico	10.1016/j.crwh.2020.e00221	2214-9112	22149112	Case Reports in Women's Health	-	0.318	9	1.38	-	['Plasma convalescente', 'Remdesivir']	['Convalescent Plasma', 'Remdesivir']	Remdesivir is a novel therapeutic with known activity against SARS CoV-2 and related coronaviruses. Remdesivir, as well as convalescent plasma therapy, are currently under investigation as potential therapies for patients with Coronavirus Disease 19 (COVID-19). In this case report we summarize the use of convalescent plasma therapy and then remdesivir as a late addition in the treatment of a critically ill obstetric patient with COVID-19. The patient subsequently improved, was extubated 5 days after initiation of remdesivir, was transitioned to room air 24 h later, and discharged at the completion of remdesivir therapy.	32426243	Case reports in women's health	2214-9112	10.1016/j.crwh.2020.e00221	O uso da terapia com plasma convalescente e remdesivir no manejo bem-sucedido de uma paciente obstétrica gravemente doente com nova infecção por coronavírus 2019: um relato de caso. 	O remdesivir é uma nova terapêutica com atividade conhecida contra SARS CoV-2 e coronavírus relacionados. O remdesivir, bem como a terapia com plasma convalescente, estão atualmente sob investigação como terapias potenciais para pacientes com doença de coronavírus 19 (COVID-19). Neste relato de caso, resumimos o uso de terapia com plasma convalescente e, em seguida, remdesivir como uma adição tardia no tratamento de uma paciente obstétrica grave com COVID-19. O paciente melhorou posteriormente, foi extubado 5 dias após o início do remdesivir, foi transferido para o ar ambiente 24 h depois e recebeu alta após a conclusão da terapia com remdesivir.
Dexmedetomidine and worsening hypoxemia in the setting of COVID-19: A case report.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251409/	27/05/2020	Artigo completo publicado em periódico científico	PMC:PMC7251409/	-	-	-	-	-	-	-	-	['Dexmedetomidina']	['Dexmedetomidine']	Emergency department management of hypoxemia in the setting of COVID-19 is riddled with uncertainty. The lack of high-quality research has translated to an absence of clarity at the bedside. With disease spread outpacing treatment consensus, provider discretion has taken on a heightened role. Here, we report a case of dexmedetomidine use in the setting of worsening hypoxemia, whereby oxygenation improved and intubation was avoided. Well known pharmacologic properties of the drug, namely the lack of respiratory depression and its anti-delirium effects, as well as other possible physiologic effects, suggest potential benefit for patients being managed with a delayed intubation approach. If dexmedetomidine can improve compliance with non-invasive oxygen support (the current recommended first-line therapy) while promoting better oxygenation, it may also decrease the need for mechanical ventilation and thus improve mortality.	32475761	The American journal of emergency medicine	1532-8171	10.1016/j.ajem.2020.05.066	Dexmedetomidina e piora da hipoxemia no cenário de COVID-19: Relato de caso. 	O gerenciamento do departamento de emergência da hipoxemia no cenário do COVID-19 está repleto de incertezas. A falta de pesquisas de alta qualidade se traduziu em uma ausência de clareza à beira do leito. Com a disseminação da doença ultrapassando o consenso do tratamento, a discrição do provedor assumiu um papel maior. Aqui, relatamos um caso de uso de dexmedetomidina no cenário de piora da hipoxemia, em que a oxigenação melhorou e a intubação foi evitada. As propriedades farmacológicas bem conhecidas do fármaco, nomeadamente a ausência de depressão respiratória e os seus efeitos anti-delírio, bem como outros possíveis efeitos fisiológicos, sugerem potencial benefício para os doentes tratados com uma abordagem de intubação tardia. Se a dexmedetomidina pode melhorar a adesão ao suporte não invasivo de oxigênio (a atual terapia de primeira linha recomendada) enquanto promove uma melhor oxigenação, ela também pode diminuir a necessidade de ventilação mecânica e, assim, melhorar a mortalidade.
Severe SARS-CoV-2 pneumonia in a 58-year-old patient with HIV: a clinical case report from the Republic of Cyprus	https://onlinelibrary.wiley.com/doi/full/10.1002/jmv.26053	25/05/2020	Artigo completo publicado em periódico científico	10.1002/jmv.26053	0146-6615	1466615	JOURNAL OF MEDICAL VIROLOGY (PRINT)	B1	2.656	137	14.76	-	['Azitromicina', 'Cloroquina', 'Cobicistato', 'Elvitegravir', 'Emtricitabina', 'Enoxaparina', 'Gentamicina', 'Levofloxacina', 'Meropenem', 'Oseltamivir', 'Piperacilina-tazobactam', 'Tenofovir', 'Vancomicina']	['Azithromycin', 'Chloroquine', 'Cobicistat', 'Elvitegravir', 'Emtricitabine', 'Enoxaparin', 'Gentamicin', 'Levofloxacin', 'Meropenem', 'Oseltamivir', 'Piperacylin-tazobactam', 'Tenofovir' , 'Vancomycin']	-	-	-	-	-	Pneumonia grave por SARS-CoV-2 em paciente de 58 anos com HIV: relato de caso clínico da República de Chipre 	-
Pharmaco-invasive Therapy for STEMI in a Patient with COVID-19: A Case Report	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7236913/	22/04/2020	Artigo completo publicado em periódico científico	PMC:PMC7236913/	-	-	-	-	-	-	-	-	['Ativador do plasminogênio tecidual (tPA)']	['Tissue Plasminogen Activator (tPA)']	-	-	-	-	-	Terapia farmacoinvasiva para STEMI em um paciente com COVID-19: um relato de caso 	-
Extracorporeal Membrane Oxygenation as Treatment of Severe COVID-19 Infection: A Case Report	https://www.cureus.com/articles/30774-extracorporeal-membrane-oxygenation-as-treatment-of-severe-covid-19-infection-a-case-report	17/04/2020	Artigo completo publicado em periódico científico	https://www.cureus.com/articles/30774-extracorporeal-membrane-oxygenation-as-treatment-of-severe-covid-19-infection-a-case-report	-	-	-	-	-	-	-	-	['Oxigenação por membrana extracorpórea (ECMO)']	['Extracorporeal membrane oxygenation (ECMO)']	-	-	-	-	-	Oxigenação por Membrana Extracorpórea como Tratamento de Infecção Grave por COVID-19: Relato de Caso 	-
Therapy for probable COVID-19 associated erythema pernio-like lesions in pediatric age. Case report	https://pesquisa.bvsalud.org/controlecancer/resource/pt/mdl-32424851	18/05/2020	Artigo completo publicado em periódico científico	https://pesquisa.bvsalud.org/controlecancer/resource/pt/mdl-32424851	-	-	-	-	-	-	-	-	['Furoato de mometasona', 'Heparina']	['Mometasone Furoate', 'Heparin']	Since the onset of the COVID-19 pandemic, the CT imaging modality with its high sensitivity and specificity remains the preferred imaging choice to diagnose early the different complications associated with COVID-19, such as thrombosis, ischemic stroke, infarction and pneumomediastinum, and their management, which significantly improved the outcomes.	32424851	Dermatologic therapy	1529-8019	10.1111/dth.13616	Terapia para lesões semelhantes a eritema pérnio associadas a COVID-19 em idade pediátrica. Relato de caso 	Desde o início da pandemia de COVID-19, a modalidade de imagem por TC com sua alta sensibilidade e especificidade continua sendo a escolha de imagem preferida para diagnosticar precocemente as diferentes complicações associadas à COVID-19, como trombose, acidente vascular cerebral isquêmico, infarto e pneumomediastino, e sua gestão, o que melhorou significativamente os resultados.
Effective Use of Angiotensin II in Coronavirus Disease 19–Associated Mixed Shock State: A Case Report	https://europepmc.org/article/pmc/pmc7172437	15/04/2020	Artigo completo publicado em periódico científico	https://europepmc.org/article/pmc/pmc7172437	-	-	-	-	-	-	-	-	['Angiotensina II']	['Angiotensin II']	The rapid spread of Coronavirus Disease 2019 (COVID-19) has sparked a search for effective therapies. The discovery that the virus binds the angiotensin-converting enzyme 2 (ACE2) receptor has led to investigation of the renin-angiotensin system for possible therapeutic targets. We present a case of an elderly woman with multiple comorbidities who developed severe acute respiratory distress syndrome (ARDS), a cardiomyopathy, and vasodilatory shock secondary to COVID-19 and was treated with exogenous angiotensin II. She rapidly demonstrated significant hemodynamic improvement without noted adverse effects. Thus, we propose further investigation into possible benefits of angiotensin II in shock secondary to COVID-19.	32784326	A&A practice	2575-3126	10.1213/XAA.0000000000001221	Uso eficaz da angiotensina II no estado de choque misto associado à doença de coronavírus 19: um relato de caso 	A rápida disseminação da doença de coronavírus 2019 (COVID-19) desencadeou a busca por terapias eficazes. A descoberta de que o vírus se liga ao receptor da enzima conversora de angiotensina 2 (ACE2) levou à investigação do sistema renina-angiotensina para possíveis alvos terapêuticos. Apresentamos o caso de uma idosa com múltiplas comorbidades que desenvolveu síndrome do desconforto respiratório agudo (SDRA), cardiomiopatia e choque vasodilatador secundário à COVID-19 e foi tratada com angiotensina II exógena. Ela rapidamente demonstrou melhora hemodinâmica significativa sem efeitos adversos notados. Assim, propomos uma investigação mais aprofundada sobre os possíveis benefícios da angiotensina II no choque secundário à COVID-19.
COVID-19 Managed With Early Non-Invasive Ventilation and a Bundle Pharmacotherapy: A Case Report	https://www.wjgnet.com/2307-8960/full/v8/i9/1705.htm	06/05/2020	Artigo completo publicado em periódico científico	https://www.wjgnet.com/2307-8960/full/v8/i9/1705.htm	-	-	-	-	-	-	-	-	['Corticosteroides', 'Heparina', 'Interferon alfa', 'Lopinavir', 'Medicina Tradicional Chinesa', 'Prednisona', 'Ritonavir', 'Timosina', 'Ventilação não invasiva precoce']	['Corticosteroids', 'Heparin', 'Interferon alpha', 'Lopinavir', 'Traditional Chinese Medicine', 'Prednisone', 'Ritonavir', 'Thymosin', 'Early non-invasive ventilation']	-	-	-	-	-	COVID-19 Gerenciado Com Ventilação Não Invasiva Precoce e Um Pacote de Farmacoterapia: Um Relato de Caso 	-
Interleukin-1 receptor antagonist anakinra in association with remdesivir in severe Coronavirus disease 2019: A case report	https://doi.org/10.1016/j.ijid.2020.05.050	15/05/2020	Artigo completo publicado em periódico científico	10.1016/j.ijid.2020.05.050	1201-9712	12019712	INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES	A3	2.433	104	9.39	-	['Anakinra', 'Anakinra', 'Remdesivir', 'Remdesivir']	['Anakinra', 'Anakinra', 'Remdesivir', 'Remdesivir']	We report the first successful treatment with the IL-1 receptor antagonist anakinra, in association with the most promising and available antiviral therapy, of a severe case of novel coronavirus disease 2019 (COVID-19). We describe the diagnosis, clinical course, and management of the case, including the respiratory failure at presentation, the progression to a scenario characterized by profound inflammatory dysregulation similar to that observed during macrophage activation syndrome, and the clinical improvement after treatment with the IL-1 receptor antagonist anakinra. This case highlights the high tolerability and the interesting immunomodulatory profile of the IL-1 receptor antagonist anakinra in the setting of severe COVID-19 associated with remdesivir therapy. Further studies are needed to confirm the safety and efficacy of this combination strategy in the treatment of this emerging infection.	32422376	International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases	1878-3511	10.1016/j.ijid.2020.05.050	Antagonista do receptor de interleucina-1 anakinra em associação com remdesivir na doença grave de Coronavírus 2019: Relato de caso Relatamos 	o primeiro tratamento bem sucedido com o antagonista do receptor de IL-1 anakinra, em associação com a terapia antiviral mais promissora e disponível, de um caso grave de doença do novo coronavírus 2019 (COVID-19). Descrevemos o diagnóstico, o curso clínico e o manejo do caso, incluindo a insuficiência respiratória na apresentação, a progressão para um quadro caracterizado por desregulação inflamatória profunda semelhante à observada durante a síndrome de ativação macrofágica e a melhora clínica após o tratamento com IL- 1 antagonista do receptor anakinra. Este caso destaca a alta tolerabilidade e o interessante perfil imunomodulador do antagonista do receptor de IL-1 anakinra no cenário de COVID-19 grave associado à terapia com remdesivir. Mais estudos são necessários para confirmar a segurança e eficácia desta estratégia de combinação no tratamento desta infecção emergente.
Clinical Course of COVID-19 in a Liver Transplant Recipient on Hemodialysis and Response to Tocilizumab Therapy: A Case Report	https://onlinelibrary.wiley.com/doi/10.1111/ajt.15985	02/05/2020	Artigo completo publicado em periódico científico	10.1111/ajt.15985	1600-6135	16006135	AMERICAN JOURNAL OF TRANSPLANTATION (PRINT)	A1	3.311	198	6.32	-	['Tocilizumabe']	['Tocilizumab']	-	-	-	-	-	Curso Clínico de COVID-19 em Receptor de Transplante Hepático em Hemodiálise e Resposta à Terapia com Tocilizumabe: Relato de Caso 	-
Use of anakinra in severe COVID-19: a case report	https://doi.org/10.1016/j.ijid.2020.05.026	10/05/2020	Artigo completo publicado em periódico científico	10.1016/j.ijid.2020.05.026	1201-9712	12019712	INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES	A3	2.433	104	9.39	-	['Anakinra']	['Anakinra']	-	-	-	-	-	Uso de anakinra em COVID-19 grave: relato de caso 	-
2019 Novel Coronavirus Pneumonia With Onset of Dizziness: a Case Report	http://dx.doi.org/10.21037/atm.2020.03.89	04/03/2020	Artigo completo publicado em periódico científico	10.21037/atm.2020.03.89	2305-5839	23055839	-	-	-	-	-	-	['Oseltamivir', 'Umifenovir']	['Oseltamivir', 'Umifenovir']	-	-	-	-	-	2019 Nova pneumonia por coronavírus com início de tontura: um relato de caso 	-
Successful COVID-19 rescue therapy by extra-corporeal membrane oxygenation (ECMO) for respiratory failure: a case report	https://doi.org/10.1186/s13037-020-00245-7	08/05/2020	Artigo completo publicado em periódico científico	10.1186/s13037-020-00245-7	1754-9493	17549493	PATIENT SAFETY IN SURGERY	B1	0.845	26	2.9	 Abstract  Background The value of extracorporeal membrane oxygenation (ECMO) for patients suffering from novel coronavirus disease 2019 (COVID-19) as a rescue therapy for respiratory failure remains controversial and associated with high mortality rates of 50 to 82% in early reports from Wuhan, China. We hypothesized that patient outcomes would be improved at our tertiary cardiothoracic surgery referral center with a protocolized team-approach for ECMO treatment of patients with severe COVID-19 disease.  Case presentation A 51-year-old healthy female developed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) bilateral pneumonia while vacationing in Colorado with her family. She was transferred to our facility for a higher level of care. Her respiratory status continued to deteriorate despite maximized critical care, including prone positioning ventilation and nitric oxide inhalation therapy. Veno-venous ECMO was initiated on hospital day 7 in conjunction with a 10-day course of compassionate use antiviral treatment with remdesivir. The patient’s condition improved significantly and she was decannulated from ECMO on hospital day 17 (ECMO day 11). She was successfully extubated and eventually discharged to rehabilitation on hospital day 28.  Conclusion This case report demonstrates a positive outcome in a young patient with COVID-19 treated by the judicious application of ECMO in conjunction with compassionate use antiviral treatment (remdesivir). Future prospective multi-center studies are needed to validate these findings in a larger cohort of patients.	['Oxigenação por membrana extracorpórea (ECMO)', 'Remdesivir']	['Extracorporeal membrane oxygenation (ECMO)', 'Remdesivir']	This case report demonstrates a positive outcome in a young patient with COVID-19 treated by the judicious application of ECMO in conjunction with compassionate use antiviral treatment (remdesivir). Future prospective multi-center studies are needed to validate these findings in a larger cohort of patients.	32395179	Patient safety in surgery	1754-9493	10.1186/s13037-020-00245-7	Terapia de resgate bem-sucedida de COVID-19 por oxigenação por membrana extracorpórea (ECMO) para insuficiência respiratória: relato de 	caso Este relato de caso demonstra um resultado positivo em um paciente jovem com COVID-19 tratado pela aplicação criteriosa de ECMO em conjunto com antiviral de uso compassivo tratamento (remdesivir). Futuros estudos multicêntricos prospectivos são necessários para validar esses achados em uma coorte maior de pacientes.
COVID-19 occurring during Natalizumab treatment: a case report in a patient with extended interval dosing approach	https://doi.org/10.1016/j.msard.2020.102165	30/04/2020	Artigo completo publicado em periódico científico	10.1016/j.msard.2020.102165	2211-0348	22110348	MULTIPLE SCLEROSIS AND RELATED DISORDERS	A3	1.006	45	3.6	-	['Natalizumabe']	['Natalizumab']	-	-	-	-	-	COVID-19 ocorrendo durante o tratamento com Natalizumabe: relato de caso em paciente com abordagem de dosagem de intervalo estendido 	-
Early Experience of COVID-19 in Two Heart Transplant Recipients: Case Reports and Review of Treatment Options	https://onlinelibrary.wiley.com/doi/abs/10.1111/ajt.15982	07/05/2020	Artigo completo publicado em periódico científico	10.1111/ajt.15982	1600-6135	16006135	AMERICAN JOURNAL OF TRANSPLANTATION (PRINT)	A1	3.311	198	6.32	-	['Hidroxicloroquina', 'Imunoglobulina', 'Lopinavir', 'Prednisona', 'Ritonavir', 'Tocilizumabe']	['Hydroxychloroquine', 'Immunoglobulin', 'Lopinavir', 'Prednisone', 'Ritonavir', 'Tocilizumab']	-	-	-	-	-	Experiência inicial de COVID-19 em dois receptores de transplante cardíaco: relatos de casos e revisão de opções de tratamento 	-
Novel coronavirus 2019 (COVID-19): A case report and review of treatments. Medicine (Baltimore)	https://journals.lww.com/md-journal/Fulltext/2020/05080/Novel_coronavirus_2019__COVID_19___A_case_report.93.aspx	11/05/2020	Artigo completo publicado em periódico científico	https://journals.lww.com/md-journal/Fulltext/2020/05080/Novel_coronavirus_2019__COVID_19___A_case_report.93.aspx	-	-	-	-	-	-	-	-	['Ácido ascórbico', 'Azitromicina', 'Hidroxicloroquina', 'Remdesivir', 'Tocilizumabe']	['Ascorbic acid', 'Azithromycin', 'Hydroxychloroquine', 'Remdesivir', 'Tocilizumab']	-	-	-	-	-	Novo coronavírus 2019 (COVID-19): Relato de caso e revisão de tratamentos. Medicina (Baltimore) 	-
