32820807	Empiric Antibacterial Therapy and Community-onset Bacterial Co-infection in Patients Hospitalized with COVID-19: A Multi-Hospital Cohort Study
35818662	Tocilizumab and steroid treatment in patients with COVID-19 pneumonia
32821939	Effect of Remdesivir vs Standard Care on Clinical Status at 11 Days in Patients With Moderate COVID-19 A Randomized Clinical Trial
33585508	Remdesivir and its antiviral activity against COVID-19: A systematic review
-	Fatal COVID-19 in an MS patient on natalizumab: A case report
32796765	Targeting Endothelial Dysfunction in Eight Extreme-Critically Ill Patients with COVID-19 Using the Anti-Adrenomedullin Antibody Adrecizumab (HAM8101)
32855629	Finding the Best Antiviral Regimen for COVID-19: A Double-Center Retrospective Cohort Study of 207 Cases in Hunan, China
32805623	Anti Xa activity after high dose LMWH thrombosis prophylaxis in covid 19 patients at the intensive care unit
32812025	Evaluation of the efficacy of sofosbuvir plus daclatasvir in combination with ribavirin for hospitalized COVID-19 patients with moderate disease compared with standard care: a single-centre, randomized controlled trial
35904769	Sofosbuvir and daclatasvir compared with standard of care in the treatment of patients admitted to hospital with moderate or severe coronavirus infection (COVID-19): a randomized controlled trial
-	The use of non-steroidal anti-inflammatory drugs (NSAIDs) in patients with COVID-19. Scientific brief
35904132	COVID-19 and multisystem inflammatory syndrome in children and adolescents
32881350	Tocilizumab for severe COVID‐19 pneumonia: case series of 5 Australian patients
35458497	Safety of intermediate dose of low molecular weight heparin in COVID-19 patients
34735523	Impact of Famotidine Use on Clinical Outcomes of Hospitalized COVID-19 Patients
32809969	Baricitinib restrains the immune dysregulation in severe COVID-19 patients
32810285	Efficacy of various treatment modalities for nCOV‐2019: a systematic review and meta‐analysis
-	Recent Updates Published About Favipiravir in COVID-19
-	Oral Corticosteroid Relieves Post-COVID-19 Anosmia in a 35-Year-Old Patient
34050953	Intravenous Immunoglobulin and Favipiravir treatment for A Kidney Transplant Patient with Severe Covid-19 Pneumonia
-	Neumonía por COVID-19 y uso de tocilizumab
32789604	Heparin-induced thrombocytopenia in COVID-19 patients with severe acute respiratory distress syndrome requiring extracorporeal membrane oxygenation: two case reports
35165651	A case report of a pregnant woman infected with coronavirus disease 2019 pneumonia
32775845	Steroids: A Therapeutic Option for COVID-19 Pneumonia Patients With ESRD?
35893672	Severe arterial thromboembolism in patients with Covid- 19
32802622	Clinical Outcomes of Early Treatment With Doxycycline for 89 High-Risk COVID-19 Patients in Long-Term Care Facilities in New York
-	Successful treatment of 28 patients with coronavirus disease 2019 at a medical center in Taiwan
32809882	Lopinavir-ritonavir Treatment for COVID-19 Infection in Intensive Care Unit: Risk of Bradycardia
32795143	"Corticosteroid prevents COVID-19 progressionwithin its therapeutic window: a multicenter, proof-of-concept, observational study"
32807002	Mortality and Pre-Hospitalization use of Renin-Angiotensin System Inhibitors in Hypertensive COVID-19 Patients
35453248	Hydroxychloroquine for treatment of non-severe COVID-19 patients
32738257	Systematic review of the role of renin-angiotensin system inhibitors in late studies on Covid-19: a new challenge overcome?
32983928	The application of corticosteroids in COVID-19: A two-edged sword
-	Uncontrolled mass use of hydroxychloroquine
32796809	Short-term corticosteroid therapy for early exacerbation of COVID-19 pneumonia: a case report
35842293	Impact of Tocilizumab on mortality and/or invasive mechanical ventilation requirement in a cohort of 206 COVID-19 patients
33208294	Thymosin α1 therapy in critically ill patients with COVID-19: A multicenter retrospective cohort study
32979572	Tocilizumab among patients with COVID-19 in the intensive care unit: a multicentre observational study
-	Comparison of Viral Clearance between Ivermectin with Doxycycline and Hydroxychloroquine with Azithromycin in COVID-19 Patients
35882451	Auxora versus standard of care for the treatment of severe or critical COVID-19 pneumonia: results from a randomized controlled trial
34045812	Hydroxychloroquine and Coronavirus Disease 2019: A Systematic Review of a Scientific Failure
-	Outcomes and biomarker analyses among patients with COVID-19 treated with interleukin 6 (IL-6) receptor antagonist sarilumab at a single institution in Italy
32793725	Tocilizumab exerts anti-inflammatory activity in six critically ill COVID-19 patients: a retrospective analysis
35628892	Three Cases of Pediatric Multisystem Inflammatory Syndrome Associated with COVID-19 Due to SARS-CoV-2
32790733	Hydroxychloroquine and tocilizumab therapy in COVID-19 patients—An observational study
-	Agentes terapéuticos utilizados en 238 pacientes hospitalizados por COVID-19 y su relación con la mortalidad
-	Methylprednisolone as Adjunctive Therapy for Patients Hospitalized With COVID-19 (Metcovid): A Randomised, Double-Blind, Phase IIb, Placebo-Controlled Trial
35771353	Phase 1/2 study of COVID-19 RNA vaccine BNT162b1 in adults
32782662	Risk of QTc prolongation with Chloroquine/Hyroxychloroquine and Azithromycin treatment for COVID-19: Quantification and precautions for a busy clinician
32821381	Chloroquine and hydroxychloroquine as a repurposed agent against COVID-19: a narrative review
-	"Prolonged QT Interval in a PatientWith Coronavirus Disease-2019: Beyond Hydroxychloroquine and Azithromycin"
-	Cardiovascular Considerations of Experimental Hydroxychloroquine Therapy on Patients Diagnosed With COVID-19: A Case Series Review
32789513	Outcomes Associated With Use of a Kinin B2 Receptor Antagonist Among Patients With COVID-19
-	Análisis de la relación entre los inhibidores del sistema renina-angiotensina y la evolución de pacientes hospitalizados por infección respiratoria COVID-19
32790075	Late Onset Infectious Complications and Safety of Tocilizumab in the Management of COVID-19
32784192	Efficacy of hydroxychloroquine and tocilizumab in patients with COVID-19: A single-center retrospective chart review
32789505	Effect of an Inactivated Vaccine Against SARS-CoV-2 on Safety and Immunogenicity Outcomes: Interim Analysis of 2 Randomized Clinical
-	Towards evidence-based emergency medicine: best BETs from the Manchester Royal Infirmary
35905855	Chloroquine or Hydroxychloroquine for Management of Coronavirus Disease 2019: Friend or Foe?
-	Argatroban therapy for heparin-induced thrombocytopenia in a patient with coronavirus disease 2019
-	Thrombolysis and use of argatroban for the treatment of massive pulmonary embolism following anticoagulation failure in a patient with COVID-19
35844322	Plasma exchange in critically ill COVID-19 patients
32777745	Mild clinical manifestations of SARS-CoV-2 related pneumonia in two patients with multiple sclerosis under treatment with ocrelizumab
34401329	QTc prolongation during antiviral therapy in two COVID-19 patients
32786041	Evaluation of retinotoxicity of COVID-19 treatment: hydroxychloroquine and lopinavir/ritonavir
-	Impact of implementation of an individualised thromboprophylaxis protocol T in critically ill ICU patients with COVID-19: A longitudinal controlled before-after study
33683065	Effects of Hydroxychloroquine on Covid-19 in Intensive Care Unit Patients: Preliminary Results
32779705	SARS-CoV-2 Neutralizing Antibody Titers in Convalescent Plasma and Recipients in New Mexico: An Open Treatment Study in COVID-19 Patients
35120577	Vitamin D deficiency as a predictor of poor prognosis in patients with acute  respiratory failure due to COVID-19
35904406	Convalescent Plasma Therapy on Patients with Severe or Life-Threatening COVID-19: A Metadata Analysis
32780229	Safety of hydroxychloroquine in COVID-19 and other diseases: a systematic review and meta-analysis of 53 randomized trials
34265436	Hydroxychloroquine in COVID-19: An updated systematic review with meta-analysis
32776534	Early administration of lopinavir/ritonavir plus hydroxychloroquine does not alter the clinical course of SARSCoV-2 infection: a retrospective cohort study
32795424	Treatment of COVID-19 Patients with Convalescent Plasma Reveals a Signal of Significantly Decreased Mortality
32776298	Hydroxychloroquine versus lopinavir/ritonavir in severe COVID-19 patients - Results from a real-life patient cohort
34208017	TREATMENT WITH HYDROXYCHLOROQUINE IN PATIENTS WITH COVID-19. EXPERIENCE OF A NEUROLOGY DEPARTMENT
-	Favipiravir y/o umifenovir en infección por COVID-19
-	Documento de Evaluación de Tecnologías Sanitarias – Informe de Respuesta Rápida: Ivermectina para COVID-19
32776573	Convalescent plasma a clutch at straws in COVID-19 management! A systematic review and meta-analysis
-	Potential new treatment strategies for COVID‐19: is there a role for bromhexine as add‐on therapy?
34854327	Drug repurposing of nitazoxanide: can it be an effective therapy for COVID-19?
32744917	Antibody-based immunotherapeutics and use of convalescent plasma to counter COVID-19: advances and prospects
32645632	Baricitinib, a drug with potential effect to prevent SARS-COV-2 from entering target cells and control cytokine storm induced by COVID-19
32801640	Antiviral Agent Therapy Optimization in Special Populations of COVID-19 Patients
32725351	Successful recovery of recurrence of positive SARS-CoV-2 RNA in COVID-19 patient with systemic lupus erythematosus: a case report and review
35352636	COVID-19 in Liver Transplant Patients: Report of 2 Cases and Review of the Literature
35860245	Clinical study using mesenchymal stem cells for the treatment of patients with severe COVID-19
-	Corticoides sistémicos en COVID-19
34695571	Stem cell therapy for Covid‐19: possibilities and challenges
32838181	Effect of Rectal Ozone (O3) in Severe COVID-19 Pneumonia: Preliminary Results
32756149	Clinical remission of a critically ill COVID-19 patient treated by human umbilical cord mesenchymal stem cells
35836734	Clinical Experience with Use of Remdesivir in the Treatment of Severe Acute Respiratory Syndrome Coronavirus 2: a Case Series
32770691	Lessons learned from early compassionate use of convalescent plasma on critically ill patients with Covid-19
32767353	Morning vs. evening administration of antiviral therapy in COVID-19 patients. A preliminary retrospective study in Ferrara, Italy
35817743	Corticosteroid therapy for patients with severe novel Coronavirus disease 2019
32641762	BCG vaccination policy and preventive chloroquine usage: do they have an impact on COVID-19 pandemic?
32757497	Early Hydroxychloroquine Administration for Rapid Severe Acute Respiratory Syndrome Coronavirus 2 Eradication
35777750	Tocilizumab for treatment of patients with severe COVID–19: A retrospective cohort study
32768701	Low-Dose Subcutaneous Tocilizumab to Prevent Disease Progression in Patients with Moderate COVID-19 Pneumonia and Hyperinflammation
35904574	Early Identification of COVID-19 Cytokine Storm and Treatment with Anakinra or Tocilizumab
32770240	AVIFAVIR for Treatment of Patients with Moderate COVID-19: Interim Results of a Phase II/III Multicenter Randomized Clinical Trial
32758689	SARS-CoV-2 Clearance in COVID-19 Patients with Novaferon Treatment: A Randomized, Open-label, Parallel Group Trial
32757246	Association of angiotensin converting enzyme inhibitors and angiotensin II receptor blockers with risk of COVID-19, inflammation level, severity, and death in patients with COVID-19: A rapid systematic review and meta-analysis
32744592	Searching for COVID-19 treatments: First, do no harm
35905562	The role of remdesivir in COVID -19 infection
-	Therapeutic response to corticosteroids in a critically ill patient with COVID-19
33681293	A severe COVID-19 despite ongoing treatment with Lopinavir-Ritonavir
-	Persistence of rT-PCR-SARS-CoV-2 infection and delayed serological response, as a possible effect of rituximab according to the hypothesis of Schulze-Koops et al
33043142	The effects of renin–angiotensin system inhibitors (RASI) in coronavirus disease (COVID-19) with hypertension: A retrospective,single-center trial
35902857	Venous thromboembolism in critically ill COVID-19 patients receiving prophylactic or therapeutic anticoagulation: a systematic review
32754408	The Potential Vaccine Component for COVID-19: A Comprehensive Review of Global Vaccine Development Efforts
35432769	Cytokine Storm in COVID-19: The Current Evidence and Treatment Strategies
32426090	COVID-19, asthma, and biologic therapies: What we need to know
-	Abordaje terapéutico del SARS-CoV-2 (COVID-19) mediante células mesenquimales de médula ósea alogénica expandidas. Conceptos a propósito de un primer caso en España
34908881	Hydroxychloroquine and chloroquine: a potential and controversial treatment for COVID‑19
35901463	COVID-19 in pediatric patients: A case series
32766266	Administration of Immunoglobulins in SARS-CoV-2-Positive Patient Is Associated With Fast Clinical and Radiological Healing: Case Report
34530744	Clinical outcomes of COVID‑19 in Wuhan, China: a large cohort study
32736197	The characteristics and outcomes of 681 severe cases with COVID-19 in China.
-	Treatment of COVID-19 Patients at a Medical College Hospital in Bangladesh
32765274	No Statistically Apparent Difference in Antiviral Effectiveness Observed Among Ribavirin Plus Interferon-Alpha, Lopinavir/Ritonavir Plus Interferon-Alpha, and Ribavirin Plus Lopinavir/Ritonavir Plus Interferon-Alpha in Patients With Mild to Moderate Coronavirus Disease 2019: Results of a Randomized, Open-Labeled Prospective Study
32747157	A cytokine super cyclone in COVID-19 patients with risk factors: the therapeutic potential of BCG immunization
32760407	High-Dose Intravenous Immunoglobulins in the Treatment of Severe Acute Viral Pneumonia: The Known Mechanisms and Clinical Effects
-	Multisystem Inflammatory Syndrome With Complete Kawasaki Disease Features Associated With SARS-CoV-2 Infection in a Young Adult. A Case Report
-	Prolonged asymptomatic SARS-CoV-2 infection in a child receiving immunosuppressive therapy
-	Interferon-α2b spray inhalation did not shorten vírus shedding time of SARS-CoV-2 in hospitalized patients: a preliminary matched case-control study
32750201	Corticosteroid, oseltamivir, and delayed admission are independent risk factors for prolonged viral shedding in patients with Coronavirus Disease 2019
34115801	Impact of medical care including anti-infective agents use on the prognosis of COVID-19 hospitalized patients over time
-	Antiviral agents, glucocorticoids, antibiotics, and intravenous immunoglobulin usage in 1142 patients with coronavirus disease 2019: a systematic review and meta-analysis
32750438	The immune system as a target for therapy of SARS-CoV-2: A systematic review of the current immunotherapies for COVID-19
32644027	Tocilizumab for COVID-19: a real ‘miracle drug’?
32753141	Acute QT Interval Modifications During Hydroxychloroquine-Azithromycin Treatment in the Context of COVID-19 Infection
32727996	Acute Gouty Arthritis During Favipiravir Treatment for Coronavirus Disease 2019: A Case Report
35024375	Use of the IL-6R Antagonist Tocilizumab in Hospitalized COVID-19 Patients
32728438	Safety and potential efficacy of cyclooxygenase-2 inhibitors in coronavirus disease  2019
-	A retrospective evaluation on the efficacy of Lopinavir/ritonavir and chloroquine to treat non-severe COVID-19 patients
32744399	Tocilizumab shortens time on mechanical ventilation and length of hospital stay in patients with severe COVID-19: a retrospective cohort study
35115385	Antirheumatic Disease Therapies for the Treatment of COVID‐19: A Systematic Review and Meta‐analysis
-	Tratamiento farmacológico en tiempos de incertidumbre: uso de la hidroxicloroquina/cloroquina en el tratamiento de COVID-19
35084705	Efficacy of Corticosteroids in Patients with SARS, MERS and COVID-19: A Systematic Review and Meta-Analysis
32735768	Anti-Inflammatory Properties of Drugs Used to Control COVID-19 and their Effects on the Renin-Angiotensin System and Angiotensin-Converting Enzyme-2
32733775	Ascorbate as Prophylaxis and Therapy for COVID-19—Update From Shanghai and U.S. Medical Institutions
-	Effect of favipiravir and an anti- inflammatory strategy for COVID-19
32734502	Anakinra for the Treatment of COVID-19-Associated Pericarditis: A Case Report
-	COVID-19 in a Patient With Rheumatoid Arthritis During Tocilizumab Treatment
-	Rapid and Impressive Response to a Combined Treatment with Single-Dose Tocilizumab  and NIV in a Patient with COVID-19 Pneumonia/ARDS
34398044	Clinical efficacy of glucocorticoid on the treatment of patients with COVID-19 pneumonia: A single-center experience
-	Association between treatment with colchicine and improved survival in a single-centre cohort of adult hospitalised patients with COVID-19 pneumonia and acute respiratory distress syndrome
32725762	COVID‐19 in Patients with Inflammatory Arthritis: A Prospective Study on the Effects of Comorbidities and DMARDs on Clinical Outcomes
32720702	The Association of Interleukin-6 value, Interleukin inhibitors and Outcomes of Patients with COVID-19 in New York City
33153994	Risk of severe COVID-19 disease with ACE inhibitors and angiotensin receptor blockers: cohort study including 8.3 million people
35878897	Drug treatments for covid-19: living systematic review and network meta-analysis.
35606884	Mortality in COVID-19 patients with acute respiratory distress syndrome and corticosteroids use: a systematic review and meta-analysis
35812521	BCG vaccination early in life does not improve COVID-19 outcome of elderly populations, based on nationally reported data
-	Tratamento precoce para COVID-19 baseado em evidência científica.
33210457	Remdesivir: A beacon of hope from Ebola virus disease to COVID-19
33308661	Brief Review of Chloroquine and Hydroxychloroquine Toxicity and Management
35373125	Liver injury in remdesivir-treated COVID-19 patients
35870265	Hepatic disorders with the use of remdesivir for coronavirus 2019 (COVID-19)
32721528	Early administration of Interleukin-6 inhibitors for patients with severe Covid-19 disease is associated with decreased intubation, reduced mortality, and increased discharge
35674525	Appropriate use of Tocilizumab in COVID-19 Infection
35905790	Vitamin D high doses supplementation could represent a promising alternative to prevent or treat COVID-19 infection
32700555	Hydroxychloroquine in COVID-19 Therapy: Protection Versus Proarrhythmia
-	Heart-Kidney Transplanted patient affected by COVID-19 pneumonia treated with tocilizumab on top of immunosuppressive maintenance therapy
35860939	Heparin-Induced Thrombocytopenia in COVID-19
-	Interacciones medicamentosas potenciales en pacientes COVID 19 en tratamiento con lopinavir/ritonavir
34162596	Historically controlled comparison of glucocorticoids with or without tocilizumab versus supportive care only in patients with COVID-19-associated cytokine storm syndrome: results of the CHIC study
32713677	Interleukin-6 receptor blocking with intravenous tocilizumab in COVID-19 severe acute respiratory distress syndrome: A retrospective case-control survival analysis of 128 patients
35299062	Safety and efficacy of tocilizumab in the treatment of severe acute respiratory syndrome coronavirus-2 pneumonia: A retrospective cohort study
-	Outcome of Non-Critical COVID-19 Patients with Early Hospitalization and Early Antiviral Treatment Outside the ICU.
32719766	Clinical Use of Short-Course and Low-Dose Corticosteroids in Patients With Non-severe COVID-19 During Pneumonia Progression
33521304	Tocilizumab plus glucocorticoids in severe and critically COVID-19 patients. A single center experience
35897803	COVID-19: Mechanisms of Vaccination and Immunity
33357185	Hydroxychloroquine and azithromycin combination could be lethal to covid-19 patients
35896292	Neurological Disorders Identified during Treatment of a SARS-CoV-2 Infection
32715804	ADRS due to COVID-19 in midterm pregnancy: successful management with plasma transfusion and corticosteroids
33673818	Tocilizumab improves survival in patients with persistent hypoxia in severe COVID-19 pneumonia
34570886	Medication utilization in patients in New York hospitals during the COVID-19 pandemic
32707096	Retrospective Multicenter Cohort Study Shows Early Interferon Therapy Is Associated with Favorable Clinical Responses in COVID-19 Patients
35657993	Tocilizumab for severe COVID-19: a systematic review and meta-analysis
-	Vacunas para SARS-CoV-2, diferentes estrategias de los desarrollos en curso
35713132	Remdesivir—Bringing Hope for COVID-19 Treatment
-	Therapeutic blockade of inflammation in severe COVID-19 infection with intravenous n-acetylcysteine
32715376	Successful treatment of two Japanese ESRD cases with severe COVID‐19 pneumonia
32711297	COVID-19 and multiple sclerosis: a description of two cases on alemtuzumab
32680535	Infliximab against severe COVID-19-induced cytokine storm syndrome with organ failure – a cautionary case series
32514354	High‐dose, short‐term corticosteroids for ARDS caused by COVID ‐19: a case series
32709838	Unusual Early Recovery of a Critical COVID-19 Patient After Administration of Intravenous Vitamin C
35536525	An infant with coronavirus disease 2019 in China: A case report
35475016	High doses of hydroxychloroquine do not affect viral clearance in patients with SARS-CoV-2 infection
33746047	Utilization of COVID-19 treatments and clinical outcomes among patients with cancer: A COVID-19 and Cancer Consortium (CCC19) cohort study
35046626	Ribavirin Therapy For Severe COVID-19: A Retrospective Cohort Study
34282406	Remdesivir for Severe COVID-19 versus a Cohort Receiving Standard of Care
32674818	The Effects of ARBs, ACEis, and Statins on Clinical Outcomes of COVID-19 Infection Among Nursing Home Residents
32706087	A systematic review on the efficacy and safety of IL-6 modulatory drugs in the treatment of COVID-19 patients
34228347	Rationale and evidence on the use of tocilizumab in COVID-19: a systematic review
32758899	BCG vaccination and COVID-19: Much ado about nothing?
32702153	Management of immunosuppression in kidney transplant recipients with COVID-19 pneumonia: A summary of 41 confirmed cases reported worldwide
-	Therapeutic Plasma Exchange: a potential management strategy for critically III COVID-19 patients. 2020
-	Prolonged viral shedding in a lymphoma patient with COVID-19 infection receiving convalescent plasma
-	Persistent COVID-19 in an Immunocompromised Patient Temporarily Responsive to Two Courses of Remdesivir Therapy
32550258	As the COVID-19 pandemic drags on, where have all the STEMIs gone?
32701969	Safety, tolerability, and clinical outcomes of hydroxychloroquine for hospitalized patients with coronavirus 2019 disease
32690352	Experience with tocilizumab in severe COVID-19 pneumonia after 80 days of follow-up: A retrospective cohort study
32684169	Neuromuscular blocking agents (NMBA) for COVID-19 acute respiratory distress syndrome: a multicenter observational study
32868435	Early IL-1 receptor blockade in severe inflammatory respiratory failure complicating COVID-19
32700398	Low plasma 25(OH) vitamin D level is associated with increased risk of COVID-19 infection: an Israeli population-based study
-	A Small-Scale Medication of Leflunomide as a Treatment of COVID-19 in an Open-Label Blank-Controlled Clinical Trial
-	Recommendations on antithrombotic treatment during the COVID-19 pandemic. Position statement of the Working Group on Cardiovascular Thrombosis of the Spanish Society of Cardiology
32682575	Targeting Cytokine Storm to Manage Patients with COVID-19: A Mini- Review
32696429	Azithromycin in COVID‑19 Patients: Pharmacological Mechanism, Clinical Evidence and Prescribing Guidelines
32696570	Tocilizumab therapy in individuals with COVID-19 infection and hyperinflammatory state
-	A Case of COVID-19 in a Patient with Asymptomatic Hemoglobin D Thalassemia and Glucose-6-Phosphate Dehydrogenase Deficiency
-	Successful remission induction therapy with gilteritinib in a patient with de novo FLT3‐mutated acute myeloid leukaemia and severe COVID‐19
-	The Combined Use of Tocilizumab and Hemoadsorption in a Patient with SARS-COV-2-19-Associated Pneumonia: A Case Report
-	High-dose chemotherapy in a patient with coronavirus disease (COVID-19)
32697931	Detection of anti-heparin-PF4 complex antibodies in COVID-19 patients on heparin therapy
35873716	Administration of umbilical cord mesenchymal stem cells in patients with severe COVID-19 pneumonia
-	Tocilizumab for patients with severe COVID-19: a retrospective, multi-centre study
35905465	Hydroxychloroquine with or without Azithromycin in Mild-to-Moderate COVID-19.
35905562	Use of remdesivir for patients with Covid-19: a review article
32837030	Novel Stem Cells and Nucleic Acid-Based Vaccine Trials Against Viral Outbreak: A Systematic Evaluation During COVID-2019 Pandemic
34220503	Hydroxychloroquine for COVID-19: What is Our Current State of Knowledge?
32685874	Anticoagulation, immortality, and observations of COVID-19
33279832	Pros and cons for use of statins in people with coronavirus disease-19 (COVID-19)
32522226	Low molecular weight heparins in COVID-19 patients: beware of augmented renal clearance!
32585589	Immune-related pneumonitis with nivolumab and ipilimumab during the coronavirus disease 2019 (COVID-19) pandemic
32649228	Low- dose systemic steroids, an emerging therapeutic option for COVID-19 related urticaria
32584421	Combined IL-6 and JAK-STAT inhibition therapy in COVID-19 related sHLH, potential game changer
32652563	Remdesivir during induction chemotherapy for newly diagnosed paediatric acute lymphoblastic leukaemia with concomitant SARS-CoV-2 infection
32835274	Acute cor pulmonale in COVID-19-related ARDS: improvement with almitrine infusion
-	Differential Diagnosis and Clinical Management of a Case of COVID-19 in a Patient With Stage III Lung Cancer Treated With Radio-chemotherapy and Durvalumab
-	"Effectiveness of Tocilizumab in a COVID-19 Patientwith Cytokine Release Syndrome"
-	SARS-CoV-2 infection in a psoriatic arthritis patient treated with IL-17 inhibitor
32685369	Early use of tocilizumab in respiratory failure associated with acute COVID -19 pneumonia in recipients with solid organ transplantation
32675436	Tailoring steroids in the treatment of COVID-19 pneumonia assisted by CT scans: Three case reports
35577652	Heparin-induced thrombocytopenia with thrombosis in COVID-19 adult respiratory distress syndrome.
32628001	A possible benefit from therapeutic anticoagulation in COVID-19: the Dolo hospital experience in Veneto, Italy
35892438	Effects on QT interval of hydroxychloroquine associated with ritonavir/darunavir or azithromycin in patients with SARS-CoV-2 infection
32692874	The hazard of (sub)therapeutic doses of anticoagulants in non‐critically ill patients with Covid‐19: the Padua province experience
32561148	Treatment Considerations for COVID-19: A Critical Review of the Evidence (or Lack Thereof)
32687267	Chloroquine and hydroxychloroquine for the prevention and therapy of COVID-19: new hopes and old cardiovascular concerns
-	The potential role of IL-6 in monitoring severe case of coronavirus disease 2019
-	Severe COVID-19 in a patient with chronic graft-versus-host disease after hematopoietic stem cell transplant successfully treated with ruxolitinib
-	Safety and Efficacy of Amiodarone in a Patient With COVID-19
32563271	Case Report: A COVID-19 Patient Presenting with Mild Rhabdomyolysis
35577652	Heparin‐induced Thrombocytopenia with Thrombosis in COVID‐19 Adult Respiratory Distress Syndrome
32379903	Outcome of a patient with refractory Hodgkin lymphoma on pembrolizumab, infected with SARS-CoV-2
34611072	The Role of Interleukin-6 Inhibitors in the Treatment of COVID-19 Infections: A Case Series
32692462	Abnormal laboratory findings and plasma concentration monitoring of lopinavir and ritonavir in COVID-19
34285519	Clinical characteristics and treatment of critically ill patients with COVID-19 in Hebei
32594787	COVID-19 in pemphigus vulgaris patients with previous rituximab therapy: A tele-medicine experience
35502801	Use of tocilizumab in kidney transplant recipients with COVID-19
32621881	Incidence of arrhythmias and electrocardiographic abnormalities in symptomatic pediatric patients with pcr positive SARS-Cov-2 infection including drug induced changes in the corrected qt interval (QTc) (2020)
-	Efficacy of ACEIs/ARBs versus CCBs on the progression of COVID-19 patients with hypertension in Wuhan: A hospital-based retrospective cohort study
35423847	Remdesivir for the Treatment of Covid-19 - Preliminary Report
35158480	Negative SARS-CoV-2 antibody testing following COVID-19 infection in Two MS patients treated with ocrelizumab
32493739	Kawasaki-like multisystem inflammatory syndrome in children during the covid-19 pandemic in Paris, France: prospective observational study
32683974	Gastrointestinal Perforation After Treatment With Tocilizumab: An Unexpected Consequence of COVID-19 Pandemic
-	Successful Treatment of Severe COVID-19 Pneumonia With Clazakizumab in a Heart Transplant Recipient: A Case Report
32574337	Case Report: Clinical Treatment of the First Critical Patient With Coronavirus Disease (COVID-19) in Liaocheng, Shandong Province
32686633	QT Interval Evaluation Associated With Use of Hydroxychloroquine with Combined Use of Azithromycin Among Hospitalized Children Positive for COVID-19
32687645	Clinical outcomes and adverse events in patients hospitalised with COVID‐19, treated with off‐label hydroxychloroquine and azithromycin
32683212	Update I. A systematic review on the efficacy and safety of chloroquine/hydroxychloroquine for COVID-19
35660738	Immunogenicity and safety of a recombinant adenovirus type-5-vectored COVID-19 vaccine in healthy adults aged 18 years or older: a randomised, double-blind, placebo-controlled, phase 2 trial
32678017	A synergistic role of convalescent plasma and mesenchymal stem cells in the treatment of severely ill COVID-19 patients: a clinical case report
-	Vitamin D Sufficiency Reduced Risk for Morbidity and Mortality in COVID-19 Patients
35899342	COVID-19 in two infants in China
32682360	The use of hydroxychloroquine plus azithromycin and early hospital admission are beneficial in Covid-19 patients: Turkey experience with real-life data
34228774	A critical evaluation of glucocorticoids in the management of severe COVID19
35568573	The cardiovascular effects of treatment with hydroxychloroquine and azithromycin
32682342	A pandemic center's experience of managing pregnant women with COVID-19 infection in Turkey: A prospective cohort study
33920093	Dexamethasone in Hospitalized Patients with Covid-19 — Preliminary Report
-	Effet bénéfique de l'association hydroxychloroquine/azithromycine dans le traitement des patients âgés atteints de la COVID-19: résultats d'une étude observationnelle
-	Mild COVID‐19 infection in an NMO patient treated with tocilizumab: a confrmation of anti‐IL‐6 protective role?
-	Systematic analysis of COVID-19 infection and symptoms in a systemic lupus erythematosus population: correlation with disease characteristics, hydroxychloroquine use and immunosuppressive treatments
32674929	Reply to Gautret et al: hydroxychloroquine sulfate and azithromycin for COVID-19: what is the evidence and what are the risks?
35050225	Risk of severe COVID-19 in hypertensive patients treated with renin-angiotensin-aldosterone system inhibitors
32702298	Safety and immunogenicity of the ChAdOx1 nCoV-19 vaccine against SARS-CoV-2: a preliminary report of a phase 1/2, single-blind, randomised controlled trial
-	Clinical course of COVID-19 in a series of patients with chronic arthritis treated with immunosuppressive targeted therapies
32670785	Successful recovery from COVID-19 pneumonia after receiving baricitinib, tocilizumab, and remdesivir. A case report: Review of treatments and clinical role of computed tomography analysis
32668103	Case 24-2020: A 44-Year-Old Woman with Chest Pain, Dyspnea, and Shock
35797144	Cardiac Dysfunction and Shock in Pediatric Patients With COVID-19
-	COVID-19 in a patient with active tuberculosis: A rare case-report
-	Multiple Acute Ischemic Strokes in a COVID-19 Patient: a Case Report
35093528	Tocilizumab for the treatment of adult patients with severe COVID‐19 pneumonia: a single‐center cohort study
32673060	Hydroxychloroquine in Nonhospitalized Adults With Early COVID-19: A Randomized Trial
35262569	Hydroxychloroquine for Early Treatment of Adults with Mild Covid-19: A Randomized-Controlled Trial
34534511	Efficacy and safety of interferon β-1a in treatment of severe COVID-19: A randomized clinical trial
32855991	Antiviral Activity and Safety of Darunavir/Cobicistat for Treatment of COVID-19
32667699	Systematic Review and Meta-analysis of Effectiveness of Treatment Options Against SARS-CoV-2 infection
32837093	COVID-19 Vaccines: A Race Against Time in the Middle of Death and Devastation!
32636754	A Snapshot of the Global Race for Vaccines Targeting SARS-CoV-2 and the COVID-19 Pandemic
34798306	Corticosteroid administration for viral pneumonia: COVID-19 and beyond
32616467	Mesenchymal stem cells in the fight against viruses: Face to face with the invisible enemy
32758889	Rethinking interleukin-6 blockade for treatment of COVID-19
35872668	Severe coronavirus infection in pregnancy: challenging cases report
32633594	Could anti‐hypertensive drug therapy affect the clinical prognosis of hypertensive patients with COVID‐19 infection? Data from centers of southern Italy
