ISSN;PERIÓDICO;QUALIS;FI (JCR);H-index;Citações (2019-2022);Citações (média)
00086568;Caries Research;A1;0.98;105;771;4
09205861;Catalysis Today;A1;1.09;221;10733;6
03418162;Catena;A1;1.39;140;9218;6
00928674;Cell;A1;25.72;814;73240;42
07422091;Cell Biology and Toxicology;A1;0.8;64;655;5
24519456;Cell Chemical Biology;A1;2.65;190;3864;8
13509047;Cell Death and Differentiation;A1;3.56;229;8155;13
19313128;Cell Host and Microbe;A1;9.37;201;12008;20
15504131;Cell Metabolism;A1;9.3;292;14745;22
22111247;Cell Reports;A1;4.84;177;39250;10
19345909;Cell Stem Cell;A1;7.93;266;9541;16
24054712;Cell Systems;A1;7.05;66;3509;10
20734409;Cells;A1;1.45;66;25986;7
16727681;Cellular and Molecular Immunology;A1;2.96;93;5435;11
1420682X;Cellular and Molecular Life Sciences;A1;2.42;233;9146;10
15705870;CELLULAR ONCOLOGY;A1;0;0;0;0
22113428;Cellular oncology (Dordrecht);A1;1.33;47;1296;7
10158987;Cellular Physiology and Biochemistry;A1;1.08;97;9247;5
1572882X;CELLULOSE;A1;0;0;0;0
09589465;Cement and Concrete Composites;A1;2.89;174;8074;10
00088846;Cement and Concrete Research;A1;5.41;239;9480;14
02728842;Ceramics International;A1;0.89;126;47901;5
14602199;Cerebral Cortex;A1;2.07;262;6002;5
10473211;Cerebral Cortex;A1;2.07;262;6002;5
24519294;Chem;A1;6.07;102;12332;17
18673880;ChemCatChem;A1;1.31;114;10828;5
13597345;Chemical Communications;A1;1.51;348;52887;6
13858947;Chemical Engineering Journal;A1;2.42;248;120112;14
02638762;Chemical Engineering Research and Design;A1;0.7;108;5741;4
00092509;Chemical Engineering Science;A1;0.87;194;9335;5
00092541;Chemical Geology;A1;1.43;215;5286;4
15278999;Chemical Record;A1;1.42;84;2411;7
0893228X;Chemical Research in Toxicology;A1;0.74;163;2471;3
00092665;Chemical Reviews;A1;18.72;745;45616;64
03060012;Chemical Society Reviews;A1;14.53;552;41766;53
15213765;Chemistry - A European Journal;A1;1.34;254;31088;5
11094028;Chemistry Education Research and Practice;A1;0.85;49;741;3
08974756;Chemistry of Materials;A1;2.93;393;29617;10
01697439;Chemometrics and Intelligent Laboratory Systems;A1;0.73;132;2267;4
00456535;Chemosphere;A1;1.5;265;61529;8
18645631;ChemSusChem;A1;2.1;172;14537;8
00123692;Chest;A1;2.26;302;8706;4
01452134;Child Abuse and Neglect;A1;1.69;155;5151;5
09529136;Child Abuse Review;A1;0.61;45;225;2
00093920;Child Development;A1;2.18;268;3805;6
17508592;Child Development Perspectives;A1;2.87;80;997;8
21532168;Childhood Obesity;A1;0.8;43;637;3
01907409;Children and Youth Services Review;A1;0.8;97;5504;3
1556889X;CHINA MEDIA RESEARCH;A1;0;0;0;0
00097322;Circulation;A1;8.28;630;33750;13
19419651;Circulation: Cardiovascular Imaging;A1;2.16;109;1929;3
00097330;Circulation Research;A1;4.71;352;12615;11
19413149;Circulation: Arrhythmia and Electrophysiology;A1;2.47;113;2591;5
19417640;Circulation: Cardiovascular Interventions;A1;3.05;102;2431;5
19413289;Circulation: Heart Failure;A1;3.46;115;2636;6
00078506;CIRP Annals - Manufacturing Technology;A1;1.94;164;2669;6
02642751;Cities;A1;1.66;102;6714;7
13604813;City;A1;0.71;57;350;2
07483007;Cladistics;A1;1.5;96;427;4
19463014;Classroom Discourse;A1;1.84;16;210;3
17565537;Climate and Development;A1;1.33;39;1130;5
18149324;Climate of the Past;A1;1.87;82;1582;4
14693062;Climate Policy;A1;1.65;71;1910;6
15731480;Climatic Change;A1;1.36;198;4295;5
2155384X;Clinical and Translational Gastroenterology;A1;1.25;44;1355;4
10780432;Clinical Cancer Research;A1;4.4;344;26331;12
00099147;Clinical Chemistry;A1;1.78;226;3774;4
11791349;Clinical Epidemiology;A1;1.9;63;1911;5
18687083;Clinical Epigenetics;A1;1.74;61;3775;7
15423565;Clinical Gastroenterology and Hepatology;A1;2.69;183;8702;5
15230899;Clinical Implant Dentistry and Related Research;A1;1.32;90;1814;5
10584838;Clinical Infectious Diseases;A1;4.39;353;25952;9
15363724;Clinical Journal of Sport Medicine;A1;0.95;109;826;3
15559041;Clinical journal of the American Society of Nephrology : CJASN;A1;2.34;163;4441;5
1198743X;Clinical Microbiology and Infection;A1;3.11;167;8926;8
08938512;Clinical Microbiology Reviews;A1;8.96;296;3746;35
03639762;Clinical Nuclear Medicine;A1;0.52;61;1960;1
10547738;Clinical Nursing Research;A1;0.46;44;400;2
02615614;Clinical Nutrition;A1;1.55;150;8355;7
09057161;Clinical Oral Implants Research;A1;2.09;171;2752;7
14363771;Clinical Oral Investigations;A1;0.92;88;5471;4
0009921X;Clinical Orthopaedics and Related Research;A1;1.17;217;2781;2
03125963;Clinical Pharmacokinetics;A1;1.27;169;1951;5
00099236;Clinical Pharmacology and Therapeutics;A1;1.69;195;5290;5
22128166;Clinical Plasma Medicine;A1;0.55;26;199;5
02692155;Clinical Rehabilitation;A1;0.93;114;1714;3
10800549;Clinical Reviews in Allergy and Immunology;A1;2.16;83;1954;11
01435221;Clinical Science;A1;1.4;148;3210;6
15563650;Clinical Toxicology;A1;0.68;98;1232;2
11787015;Clinical, Cosmetic and Investigational Dermatology;A1;0.74;39;879;3
02722712;Clinics in Laboratory Medicine;A1;0.49;57;277;2
11727047;CNS Drugs;A1;1.26;115;1554;6
13616137;Cochrane Database of Systematic Reviews;A1;1.41;292;12641;4
17453755;CoDesign;A1;0.48;29;167;2
14355558;Cognition, Technology and Work;A1;0.69;40;524;3
19430264;Cold Spring Harbor perspectives in biology;A1;4.74;193;3535;12
09277765;Colloids and Surfaces B: Biointerfaces;A1;0.88;169;13473;6
01215612;Colombia Internacional;A1;0.33;9;69;1
01234641;COLOMBIAN APPLIED LINGUISTICS JOURNAL;A1;0;0;0;0
02099683;Combinatorica;A1;1.47;55;220;1
00102180;Combustion and Flame;A1;1.68;190;8137;6
00102571;Commentarii Mathematici Helvetici;A1;1.53;42;102;1
0961754X;Common Knowledge;A1;0.11;13;14;0
02191997;Communications in Contemporary Mathematics;A1;1.36;45;439;2
00103616;Communications in Mathematical Physics;A1;1.27;141;1968;2
03605302;Communications in Partial Differential Equations;A1;1.84;83;338;2
00010782;Communications of the ACM;A1;1.56;220;2705;3
00103640;Communications on Pure and Applied Mathematics;A1;3.1;107;530;3
03015661;Community Dentistry and Oral Epidemiology;A1;0.82;106;716;3
16000528;Community Dentistry and Oral Epidemiology;A1;0.82;106;716;3
00104132;Comparative Literature Studies;A1;0.13;14;18;0
00104140;Comparative Political Studies;A1;3.23;114;1144;6
02638223;Composite Structures;A1;1.45;170;23756;6
02663538;Composites Science and Technology;A1;1.76;226;12126;9
1359835X;Composites - Part A: Applied Science and Manufacturing;A1;1.66;193;10390;9
13598368;Composites Part B: Engineering;A1;2.12;163;32542;11
0010437X;Compositio Mathematica;A1;2.39;55;335;2
20404603;Comprehensive Physiology;A1;2.84;96;1472;11
15414337;Comprehensive Reviews in Food Science and Food Safety;A1;2.56;130;5642;17
08912017;Computational Linguistics;A1;1.17;103;315;4
01787675;Computational Mechanics;A1;1.41;109;1937;4
21964378;Computational Particle Mechanics;A1;0.7;25;477;3
21964386;Computational Particle Mechanics;A1;0.7;25;477;3
00104485;CAD Computer Aided Design;A1;0.95;119;985;4
01464833;Computer Communication Review;A1;0.64;175;307;2
01692607;Computer Methods and Programs in Biomedicine;A1;1.33;115;8552;8
00457825;Computer Methods in Applied Mechanics and Engineering;A1;2.18;205;11401;7
15740137;Computer Science Review;A1;2.56;49;1278;13
08852308;Computer Speech and Language;A1;0.77;72;798;4
09205489;Computer Standards and Interfaces;A1;0.87;67;810;4
00981354;Computers and Chemical Engineering;A1;1.02;144;4966;5
00457930;Computers and Fluids;A1;1.05;114;3133;3
03608352;Computers and Industrial Engineering;A1;1.77;136;13855;8
03050548;Computers and Operations Research;A1;1.85;160;4245;6
01674048;Computers and Security;A1;1.73;102;4974;7
00457949;Computers and Structures;A1;1.42;144;2309;6
03601315;Computers and Education;A1;3.68;197;9202;14
01681699;Computers and Electronics in Agriculture;A1;1.59;133;13949;9
0266352X;Computers and Geotechnics;A1;1.69;109;5881;6
07475632;Computers in Human Behavior;A1;2.17;203;13498;10
01663615;Computers in Industry;A1;2.43;108;4846;13
01989715;Computers, Environment and Urban Systems;A1;1.7;97;2201;7
11343478;Comunicar;A1;1.38;45;721;6
20360967;Confluenze;A1;0.12;3;11;0
08888892;Conservation Biology;A1;2.02;232;3078;7
15231739;Conservation Biology;A1;2.02;232;3078;7
1755263X;Conservation Letters;A1;2.92;89;2423;9
20511434;Conservation Physiology;A1;0.92;43;953;3
09500618;Construction and Building Materials;A1;1.78;198;73045;8
14714175;Construction Innovation;A1;0.83;42;488;6
01051873;Contact Dermatitis;A1;0.81;100;1465;2
00107514;Contemporary Physics;A1;2.1;59;227;6
2158205X;Contemporary Social Science;A1;0.38;25;286;3
19820240;CONTEXTO INTERNACIONAL (ON-LINE);A1;0;0;0;0
09670661;Control Engineering Practice;A1;1.32;125;3011;5
00108367;Cooperation and Conflict;A1;0.7;44;233;3
00108545;Coordination Chemistry Reviews;A1;4.44;287;16791;22
07224028;Coral Reefs;A1;1.19;114;1435;4
00108812;Cornell International Law Journal;A1;0.17;29;27;1
09648410;Corporate Governance: An International Review;A1;1.18;91;387;5
0010938X;Corrosion Science;A1;1.69;219;12816;8
00109452;Cortex;A1;1.42;122;3858;4
17510708;Creative Industries Journal;A1;0.33;10;76;1
17488958;Criminology and Criminal Justice;A1;0.76;51;304;3
13648535;Critical Care;A1;3.22;185;12904;9
07388551;Critical Reviews in Biotechnology;A1;1.43;102;2180;10
10643389;Critical Reviews in Environmental Science and Technology;A1;2.2;117;2008;13
15497852;Critical Reviews in Food Science and Nutrition;A1;1.75;173;10240;13
10408398;Critical Reviews in Food Science and Nutrition;A1;1.75;173;10240;13
1040841X;Critical Reviews in Microbiology;A1;1.6;95;1181;9
10408428;Critical Reviews in Oncology/Hematology;A1;1.48;129;3583;7
07352689;Critical Reviews in Plant Sciences;A1;1.33;122;319;6
10408444;Critical Reviews in Toxicology;A1;1.11;117;797;6
15287483;Crystal Growth and Design;A1;0.74;163;9917;4
07193661;Cuadernos.info;A1;0.28;11;60;1
0719367X;Cuadernos.info;A1;0.28;11;60;1
18711510;CULTURAL STUDIES OF SCIENCE EDUCATION (ON LINE);A1;0;0;0;0
18165435;Cultural-Historical Psychology;A1;0.33;6;118;1
21516952;Curator;A1;0.33;11;108;1
00113204;Current Anthropology;A1;0.83;118;562;3
09609822;Current Biology;A1;2.9;331;16425;6
21986436;Current Forestry Reports;A1;1.68;29;536;10
13683500;Current Issues in Tourism;A1;1.84;82;4316;8
03007995;Current Medical Research and Opinion;A1;0.69;111;1796;2
1570159X;Current Neuropharmacology;A1;1.72;82;2427;9
21624968;CURRENT OBESITY REPORTS;A1;0;0;0;0
09581669;Current Opinion in Biotechnology;A1;2.17;214;5107;10
13631950;Current Opinion in Clinical Nutrition and Metabolic Care;A1;0.86;120;908;4
13590294;Current Opinion in Colloid and Interface Science;A1;1.27;153;1692;7
18773435;Current Opinion in Environmental Sustainability;A1;2.1;99;2328;8
22147993;Current Opinion in Food Science;A1;1.38;49;2436;8
22145745;Current Opinion in Insect Science;A1;1.54;50;1791;5
13695274;Current Opinion in Microbiology;A1;2.39;185;2274;8
09594388;Current Opinion in Neurobiology;A1;3.56;235;3262;7
13507540;Current Opinion in Neurology;A1;1.63;123;1871;6
1040872X;Current Opinion in Obstetrics and Gynecology;A1;0.55;79;456;2
10408703;Current Opinion in Pediatrics;A1;0.78;92;1157;3
13695266;Current Opinion in Plant Biology;A1;3.09;213;2981;9
09517367;Current Opinion in Psychiatry;A1;1.4;94;1214;5
10408711;Current Opinion in Rheumatology;A1;1.45;118;1501;6
0959440X;Current Opinion in Structural Biology;A1;3.31;206;3205;7
18796257;Current Opinion in Virology;A1;2.1;80;1747;7
15233812;Current Psychiatry Reports;A1;2.06;89;2733;8
00113921;Current Sociology;A1;0.93;71;530;3
0070217X;CURRENT TOPICS IN MICROBIOLOGY AND IMMUNOLOGY;A1;0;0;0;0
16451384;Curriculo sem Fronteiras;A1;0.32;9;45;0
21522715;Cyberpsychology, Behavior, and Social Networking;A1;1.15;156;2085;5
1305905X;Cypriot Journal of Educational Sciences;A1;0.22;8;259;1
13596101;Cytokine and Growth Factor Reviews;A1;2.76;168;2334;14
16784588;Dados;A1;0.21;28;40;0
00115266;Daedalus;A1;0.39;59;222;1
14779226;Dalton Transactions;A1;0.86;193;23562;4
13845810;Data Mining and Knowledge Discovery;A1;1.61;104;1072;6
17580463;Database : the journal of biological databases and curation;A1;1.28;71;1678;4
01679236;Decision Support Systems;A1;1.97;161;2853;9
00703370;Demography;A1;2.05;136;1325;5
01095641;Dental Materials;A1;1.34;159;3756;6
10914269;Depression and Anxiety;A1;2.66;138;2852;8
19381980;Dermato-Endocrinology;A1;0.44;43;16;3
24485144;DESACATOS. REVISTA DE ANTROPOLOGÍA SOCIAL;A1;0;0;0;0
00119164;Desalination;A1;1.63;203;11591;11
0142694X;Design Studies;A1;1.11;98;646;4
09501991;Development (Cambridge);A1;2.89;336;8083;6
09545794;Development and Psychopathology;A1;1.62;178;2051;5
15345807;Developmental Cell;A1;4.71;275;8497;9
00121622;Developmental Medicine and Child Neurology;A1;1.4;151;2770;3
00121797;Diabetes;A1;2.78;345;5323;7
01495992;Diabetes Care;A1;6.53;380;17988;12
14628902;Diabetes, Obesity and Metabolism;A1;2.36;135;6315;6
15207560;Diabetes/Metabolism Research and Reviews;A1;1.78;117;2607;7
15207552;Diabetes/Metabolism Research and Reviews;A1;1.78;117;2607;7
0012186X;Diabetologia;A1;3.53;241;7201;9
09155635;Digestive Endoscopy;A1;1.46;62;1845;3
2167082X;Digital Journalism;A1;3.48;57;2249;9
10512004;Digital Signal Processing: A Review Journal;A1;0.98;79;2166;4
22361766;DIREITO PÚBLICO (ONLINE);A1;0;0;0;0
03613666;Disasters;A1;0.81;74;512;3
18874606;Discurso y Sociedad;A1;0.14;3;24;0
17548403;DMM Disease Models and Mechanisms;A1;1.87;93;2564;5
00123706;Diseases of the Colon and Rectum;A1;1.12;168;2303;3
13669516;Diversity and Distributions;A1;1.69;128;2440;6
15687864;DNA Repair;A1;1.68;120;1769;4
13402838;DNA Research;A1;1.26;103;548;5
07397240;Domestic Animal Endocrinology;A1;0.58;77;427;2
03768716;Drug and Alcohol Dependence;A1;1.44;173;6745;5
09595236;Drug and Alcohol Review;A1;0.86;81;1333;3
14653362;Drug and Alcohol Review;A1;0.86;81;1333;3
13596446;Drug Discovery Today;A1;1.47;185;6120;8
13687646;Drug Resistance Updates;A1;3.85;119;1409;22
00126667;Drugs;A1;2.08;171;4946;10
00127094;Duke Mathematical Journal;A1;2.83;86;435;2
01437208;Dyes and Pigments;A1;0.7;129;10787;4
01960202;Ear and Hearing;A1;1.22;115;1617;3
03004430;Early Child Development and Care;A1;0.45;49;880;2
08852006;Early Childhood Research Quarterly;A1;1.65;105;1579;4
0012821X;Earth and Planetary Science Letters;A1;2.35;262;9147;6
21904987;Earth System Dynamics;A1;1.81;45;1026;5
18663516;Earth System Science Data;A1;3.66;69;4904;12
23284277;Earth's Future;A1;2.62;50;2901;9
00128252;Earth-Science Reviews;A1;3.61;210;9946;13
23523964;EBioMedicine;A1;2.66;79;13966;8
09067590;Ecography;A1;2.52;136;3689;7
19360592;Ecohydrology;A1;0.85;61;956;3
10510761;Ecological Applications;A1;1.59;221;2699;5
09218009;Ecological Economics;A1;1.78;220;6630;7
09258574;Ecological Engineering;A1;1.01;138;4534;5
03076946;Ecological Entomology;A1;0.73;85;803;2
1470160X;Ecological Indicators;A1;1.28;145;18462;6
15749541;Ecological Informatics;A1;0.87;60;1519;5
00129615;Ecological Monographs;A1;3.58;161;1257;10
19399170;ECOLOGY;A1;0;0;0;0
00129658;Ecology;A1;2.02;308;4982;5
1461023X;Ecology Letters;A1;5.67;282;5783;10
07474938;Econometric Reviews;A1;1.11;59;279;2
02664666;Econometric Theory;A1;2.04;74;215;2
00129682;Econometrica;A1;13.2;205;1349;6
00130079;Economic Development and Cultural Change;A1;1.16;74;168;2
00130117;Economic History Review;A1;1.34;52;299;2
00952583;Economic Inquiry;A1;0.95;77;598;2
00130133;Economic Journal;A1;5.11;170;1320;4
02649993;Economic Modelling;A1;1.06;87;3410;4
02664658;Economic Policy;A1;2.63;79;133;4
09382259;Economic Theory;A1;1.4;61;353;2
1570677X;Economics and Human Biology;A1;0.92;61;651;3
01651765;Economics Letters;A1;0.68;107;2817;2
22120416;Ecosystem Services;A1;1.75;84;3925;7
14329840;Ecosystems;A1;1.37;158;1671;5
01476513;Ecotoxicology and Environmental Safety;A1;1.24;145;26729;7
16784626;EDUCAÇÃO & SOCIEDADE;A1;0;0;0;0
16784634;EDUCAÇÃO E PESQUISA;A1;0;0;0;0
21756236;Educacao and Realidade;A1;0.25;4;63;0
19826621;EDUCAÇÃO EM REVISTA (UFMG - ONLINE);A1;0;0;0;0
15612902;Revista Cubana de Educacion Medica Superior;A1;0.18;13;97;0
19840411;EDUCAR EM REVISTA;A1;0;0;0;0
00400912;Education and Training;A1;0.61;71;776;4
13602357;Education and Information Technologies;A1;1.05;48;3477;5
14695812;Educational Philosophy and Theory;A1;0.55;52;960;1
00131857;Educational Philosophy and Theory;A1;0.55;52;960;1
00131954;Educational Studies in Mathematics;A1;1.54;70;597;3
13882481;Electrochemistry Communications;A1;1.09;200;3237;5
00134686;Electrochimica Acta;A1;1.31;249;40343;7
15674223;Electronic Commerce Research and Applications;A1;1.36;82;1810;7
23251026;Elementa;A1;1.37;40;1099;6
2050084X;eLife;A1;4.75;161;42239;8
02614189;EMBO Journal;A1;5.63;405;8723;11
17574676;EMBO Molecular Medicine;A1;4.04;119;3946;11
1469221X;EMBO Reports;A1;3.18;195;5039;6
10806059;Emerging Infectious Diseases;A1;3.67;240;13480;8
10806040;Emerging Infectious Diseases;A1;3.67;240;13480;8
22221751;Emerging Microbes and Infections;A1;3.32;68;8901;13
03777332;Empirical Economics;A1;0.54;60;1003;2
13823256;Empirical Software Engineering;A1;1.89;79;1805;5
0163769X;Endocrine Reviews;A1;6.86;283;3094;25
13510088;Endocrine-Related Cancer;A1;1.42;133;2033;6
0013726X;Endoscopy;A1;1.47;149;3005;2
19961073;Energies;A1;0.65;111;55228;4
08870624;Energy &amp- Fuels;A1;0.82;198;17841;4
03605442;Energy;A1;2.04;212;58869;9
03787788;Energy and Buildings;A1;1.68;198;16084;7
01968904;Energy Conversion and Management;A1;2.83;210;39192;11
01409883;Energy Economics;A1;2.55;168;10229;9
03014215;Energy Policy;A1;2.13;234;16517;8
22146296;Energy Research and Social Science;A1;2.55;76;8689;9
09730826;Energy for Sustainable Development;A1;1.44;69;1782;6
09557997;Engineering Analysis with Boundary Elements;A1;0.78;77;2330;3
09521976;Engineering Applications of Artificial Intelligence;A1;1.73;114;6667;8
13506307;Engineering Failure Analysis;A1;0.92;82;6005;4
00137952;Engineering Geology;A1;2.29;150;8109;8
01410296;Engineering Structures;A1;1.63;155;21840;6
18094465;ENSAIO - AVALIAÇÃO E POLÍTICAS PÚBLICAS EM EDUCAÇÃO;A1;0;0;0;0
02124521;Ensenanza de las Ciencias;A1;0.59;17;129;1
21746486;Ensenanza de las Ciencias;A1;0.59;17;129;1
11329157;ENSEÑANZA DE LAS CIENCIAS DE LA TIERRA;A1;0;0;0;0
08985626;Entrepreneurship and Regional Development;A1;1.77;96;1018;7
02658135;ENVIRONMENT & PLANNING. B, PLANNING & DESIGN (PRINT);A1;0;0;0;0
14723433;Environment and Planning D: Society and Space;A1;2.57;111;1203;6
02637758;Environment and Planning D: Society and Space;A1;2.57;111;1203;6
01604120;Environment international;A1;2.76;210;28317;12
00988472;Environmental and Experimental Botany;A1;1.13;141;5055;6
22114645;Environmental Development;A1;0.97;37;769;4
13504622;Environmental Education Research;A1;1.13;79;1337;4
14695871;Environmental Education Research;A1;1.13;79;1337;4
1476069X;Environmental Health: A Global Access Science Source;A1;1.31;101;2039;6
00916765;Environmental Health Perspectives;A1;2.09;297;3888;7
01959255;Environmental Impact Assessment Review;A1;1.05;99;1476;6
14622912;Environmental Microbiology;A1;1.45;201;5972;6
13648152;Environmental Modelling and Software;A1;1.43;146;4205;6
02697491;Environmental Pollution;A1;1.95;249;50092;10
00139351;Environmental Research;A1;1.51;149;19145;8
17489326;Environmental Research Letters;A1;2.11;142;14777;7
14629011;Environmental Science and Policy;A1;1.68;126;5005;7
0013936X;Environmental Science &amp- Technology;A1;2.63;425;48242;10
20518153;Environmental Science: Nano;A1;1.59;79;6781;8
14732866;EPHEMERA (ONLINE);A1;0;0;0;0
17554365;Epidemics;A1;1.79;45;837;6
10443983;Epidemiology;A1;1.29;181;1545;3
20457960;Epidemiology and Psychiatric Sciences;A1;1.75;53;1756;5
17568935;Epigenetics and Chromatin;A1;2.33;57;1113;6
15281167;Epilepsia;A1;1.89;202;5325;6
21931127;EPJ Data Science;A1;1.07;34;535;4
04251644;Equine Veterinary Journal;A1;0.83;92;1027;2
12623377;ESAIM - Control, Optimisation and Calculus of Variations;A1;1.01;59;434;2
15195899;ESPAÇO JURÍDICO;A1;0;0;0;0
00140759;Esprit;A1;0.11;8;29;0
18069592;Estudos Avancados;A1;0.23;29;151;1
23164018;Estudos de Literatura Brasileira Contemporanea;A1;0.11;2;13;0
0103166X;Estudos de Psicologia (Campinas);A1;0.37;11;175;1
1413294X;Estudos de Psicologia;A1;0.11;14;11;0
0104026X;Revista Estudos Feministas;A1;0.3;18;87;0
18069584;Revista Estudos Feministas;A1;0.3;18;87;0
01032186;Estudos Historicos;A1;0.15;3;27;0
01014064;Estudos Ibero-Americanos;A1;0.18;5;22;0
10508422;Ethics and Behavior;A1;0.44;46;294;2
