,titulo,resumo,resumo_traduzido,revista,data,qualis,H-index,doi,pro,contra,indefinido,resultados
1166,Mortality and Pre-Hospitalization use of Renin-Angiotensin System Inhibitors in Hypertensive COVID-19 Patients,"Background There has been significant controversy regarding the effects of pre-hospitalization use of renin-angiotensin system (RAS) inhibitors on the prognosis of hypertensive COVID-19 patients. Methods and Results We retrospectively assessed 2,297 hospitalized COVID-19 patients at Tongji Hospital in Wuhan, China, from January 10",-,-,_,-,_,10.1161/JAHA.120.017736,,,,-
1168,Systematic review of the role of renin-angiotensin system inhibitors in late studies on Covid-19: a new challenge overcome?,"A role for the renin-angiotensin-aldosterone-system in Severe Acute Respiratory Syndrome-Coronavirus-2 infection and in the development of COronaVIrus Disease-19 disease has generated remarkable concerns among physicians and patients. Even though a suggestive pathophysiological link between renin-angiotensin-aldosterone-system and the virus has been proposed, its pathogenic role remains very difficult to be defined. Although COronaVIrus Disease-19 targets preferentially older people with high prevalence of hypertension and extensive use of renin-angiotensin-aldosterone-system inhibitors, an independent role for hypertension and its therapies is not defined. In this article, we scrutinize evidence from the most representative available studies in which the potential role of renin-angiotensin system inhibitors, specifically angiotensin-converting enzyme inhibitors and angiotensin receptor blockers, was evaluated in the COronaVIrus Disease-19 disease course, with regard to severity of the disease and mortality. We conclude that at this time, the overall available evidence fails to support a pathogenetic speaks against any harmful role for of renin-angiotensin-aldosterone-system inhibitors in COronaVIrus Disease-19. Consequently, we conclude that treatment with renin-angiotensin-aldosterone-system inhibitors should not be discontinued and, therefore, these therapies should not be interrupted.",-,-,_,-,_,10.1016/j.ijcard.2020.07.041,,,,-
1169,The application of corticosteroids in COVID-19: A two-edged sword,"COVID-19 has become a global pandemic and requires the whole world to respond together. There is no specific antiviral treatment recommended at present for COVID-19. The patients must receive the supportive care to help relieve the symptoms and ensure appropriate infection control. Whether or not to use corticosteroids clinically caused controversy. This article has summarized previous researches about the using of corticosteroids in other viral pneumonia, related clinical data in COVID-19, and recommendations in Chinese guideline.",-,-,_,-,_,https://content.sciendo.com/view/journals/jtim/8/2/article-p66.xml?language=en,,,,-
1171,Short-term corticosteroid therapy for early exacerbation of COVID-19 pneumonia: a case report,"BACKGROUND The effect of corticosteroids in the management of patients with coronavirus disease 2019 (COVID-19) is unclear. CASE REPORT A 67-year-old man who tested positive for COVID-19 by reverse-transcription PCR (RT-PCR) analysis was admitted to our hospital. On admission, he had no dyspnea and his oxygen saturation (SpO₂) level was normal. Chest imaging revealed ground-glass opacities (GGO) distributed in both lung fields. Four days after admission, bilateral lung shadows worsened, with a slight reduction in SpO₂ levels. Short-term corticosteroid therapy was initiated, and SpO₂ and radiographic findings promptly improved without use of antiviral agents. CONCLUSIONS More data are required to ascertain the role of corticosteroids in the management of COVID-19 pneumonia.",-,-,_,-,_,PUBMED_ID:32796809/,,['oxygen'],,-
1179,Tocilizumab exerts anti-inflammatory activity in six critically ill COVID-19 patients: a retrospective analysis,"Anti-inflammatory treatment with Tocilizumab was found to improve inflammatory responses in critically ill COVID-19 patients. Although some side reactions will occur, patients can gradually recover without affecting the efficacy of the therapy. However, the proper timing to start patients on Tocilizumab patients should be explored. Further prospective, randomized controlled clinical trials are called for.",-,-,_,-,_,10.21037/atm-20-5080,,['tocilizumab'],,-
1181,Hydroxychloroquine and tocilizumab therapy in COVID-19 patients—An observational study,"Hydroxychloroquine has been touted as a potential COVID-19 treatment. Tocilizumab, an inhibitor of IL-6, has also been proposed as a treatment of critically ill patients. In this retrospective observational cohort study drawn from electronic health records we sought to describe the association between mortality and hydroxychloroquine or tocilizumab therapy among hospitalized COVID-19 patients. Patients were hospitalized at a 13-hospital network spanning New Jersey USA between March 1, 2020 and April 22, 2020 with positive polymerase chain reaction results for SARS-CoV-2. Follow up was through May 5, 2020. Among 2512 hospitalized patients with COVID-19 there have been 547 deaths (22%), 1539 (61%) discharges and 426 (17%) remain hospitalized. 1914 (76%) received at least one dose of hydroxychloroquine and 1473 (59%) received hydroxychloroquine with azithromycin. After adjusting for imbalances via propensity modeling, compared to receiving neither drug, there were no significant differences in associated mortality for patients receiving any hydroxychloroquine during the hospitalization (HR, 0.99 [95% CI, 0.80-1.22]), hydroxychloroquine alone (HR, 1.02 [95% CI, 0.83-1.27]), or hydroxychloroquine with azithromycin (HR, 0.98 [95% CI, 0.75-1.28]). The 30-day unadjusted mortality for patients receiving hydroxychloroquine alone, azithromycin alone, the combination or neither drug was 25%, 20%, 18%, and 20%, respectively. Among 547 evaluable ICU patients, including 134 receiving tocilizumab in the ICU, an exploratory analysis found a trend towards an improved survival association with tocilizumab treatment (adjusted HR, 0.76 [95% CI, 0.57-1.00]), with 30 day unadjusted mortality with and without tocilizumab of 46% versus 56%. This observational cohort study suggests hydroxychloroquine, either alone or in combination with azithromycin, was not associated with a survival benefit among hospitalized COVID-19 patients. Tocilizumab demonstrated a trend association towards reduced mortality among ICU patients. Our findings are limited to hospitalized patients and must be interpreted with caution while awaiting results of randomized trials. Trial Registration: Clinicaltrials.gov Identifier: NCT04347993.",-,-,_,-,_,10.1371/journal.pone.0237693,['tocilizumab'],['hydroxychloroquine'],['azithromycin'],-
1185,Risk of QTc prolongation with Chloroquine/Hyroxychloroquine and Azithromycin treatment for COVID-19: Quantification and precautions for a busy clinician,"NCT04523571, registered August 21, 2020.",-,-,_,-,_,10.1002/joa3.12393,,['azithromycin'],,-
1186,Chloroquine and hydroxychloroquine as a repurposed agent against COVID-19: a narrative review,"The predicament arising from the coronavirus disease 2019 (COVID-19) pandemic has become one of the most significant modern public health challenges. Despite uncertainties in the viral determinants and pathogenesis, it is crucial to accurately inspect all available evidence to construct accurate clinical guidelines for optimised patient care. This study aims to discuss the available evidence for the use of chloroquine (CQ) and hydroxychloroquine (HCQ) against COVID-19. Early ",-,-,_,-,_,10.1177/2049936120947517,"['chloroquine', 'hydroxychloroquine']",,,-
1189,Outcomes Associated With Use of a Kinin B2 Receptor Antagonist Among Patients With COVID-19,"The predicament arising from the coronavirus disease 2019 (COVID-19) pandemic has become one of the most significant modern public health challenges. Despite uncertainties in the viral determinants and pathogenesis, it is crucial to accurately inspect all available evidence to construct accurate clinical guidelines for optimised patient care. This study aims to discuss the available evidence for the use of chloroquine (CQ) and hydroxychloroquine (HCQ) against COVID-19. Early ",-,-,_,-,_,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2769237,,,"['chloroquine', 'hydroxychloroquine']",-
1191,Late Onset Infectious Complications and Safety of Tocilizumab in the Management of COVID-19,"Late onset infections were significantly more common among those receiving TCZ. Combining infections and TCZ-related toxicities, 61% of patients had a possible post-TCZ complication. While awaiting clinical trial results to establish the efficacy of TCZ for COVID-19 related CRS, the potential for infections and TCZ related toxicities should be carefully weighed when considering use.",-,-,_,-,_,10.1002/jmv.26429,['tocilizumab'],,,-
1192,Efficacy of hydroxychloroquine and tocilizumab in patients with COVID-19: A single-center retrospective chart review,"In this cohort of patients with COVID-19, neither HCQ nor TCZ offered a significant reduction in in-hospital mortality, upgrade to intensive medical care, invasive mechanical ventilation, or acute renal failure needing dialysis. These results are similar to the recently published preliminary results of the HCQ arm of the Recovery trial, which showed no clinical benefit from the use of HCQ in hospitalized patients with COVID-19 (the TCZ arm is ongoing). Double-blinded randomized controlled trials are needed to further evaluate the impact of these drugs in larger patient samples so that data-driven guidelines can be deduced to combat this global pandemic.",-,-,_,-,_,10.2196/preprints.21758,,,"['hydroxychloroquine', 'tocilizumab']",-
1193,Effect of an Inactivated Vaccine Against SARS-CoV-2 on Safety and Immunogenicity Outcomes: Interim Analysis of 2 Randomized Clinical,Chinese Clinical Trial Registry Identifier: ChiCTR2000031809.,-,-,_,-,_,https://jamanetwork.com/journals/jama/fullarticle/2769612,['vaccine'],,,-
1199,Mild clinical manifestations of SARS-CoV-2 related pneumonia in two patients with multiple sclerosis under treatment with ocrelizumab,Ocrelizumab treatment is not necessarily associated to increased severity in MS patients with SARS-CoV-2 infection.,-,-,_,-,_,https://www.sciencedirect.com/science/article/pii/S2211034820305174,['ocrelizumab'],,,-
1201,Evaluation of retinotoxicity of COVID-19 treatment: hydroxychloroquine and lopinavir/ritonavir,"The coronavirus disease 2019 (COVID-19) pandemic has been an enormous public health challenge. The pursuit for an effective therapy led to the use of the antiviral drug Remdesivir for hospitalized patients with severe COVID-19 pneumonia. We reported two cases of patients with severe COVID-19 pneumonia and worsening oxygen requirements. Both patients developed sinus bradycardia following the initiation of Remdesivir therapy and reverted after stopping it. One of the patients developed QTc interval prolongation and required intensive care unit admission. The proposed mechanism for Remdesivir-induced bradycardia and cardiac toxicity could be due to the intrinsic electrophysiological properties and the effect on the AV node; yet, further large observational studies are warranted for better understanding and correlation of Remdesivir with cardiac adverse events. Till then, healthcare providers need to be alert of this potential adverse event and to monitor their COVID-19 patients closely while on Remdesivir therapy.",-,-,_,-,_,10.1002/jmv.26420,,['oxygen'],"['hydroxychloroquine', 'remdesivir']",-
1204,SARS-CoV-2 Neutralizing Antibody Titers in Convalescent Plasma and Recipients in New Mexico: An Open Treatment Study in COVID-19 Patients,NCT04434131.,-,-,_,-,_,10.1093/infdis/jiaa505/5890960,,,,-
1207,Safety of hydroxychloroquine in COVID-19 and other diseases: a systematic review and meta-analysis of 53 randomized trials,"HCQ is associated with a high total risk of AEs compared with the placebo or no intervention in the overall population. Given the small number of COVID-19 participants included, we should be cautious regarding the conclusion stating that HCQ is linked with an increase incidence of AEs in patients with COVID-19, which we hope to confirm in the future through well-designed and larger sample size studies.",-,-,_,-,_,10.1007/s00228-020-02962-5,,,['hydroxychloroquine'],-
1209,Early administration of lopinavir/ritonavir plus hydroxychloroquine does not alter the clinical course of SARSCoV-2 infection: a retrospective cohort study,"As it has been shown that lopinavir (LPV) and hydroxychloroquine (HCQ) have in vitro activity against coronaviruses, they were used to treat COVID-19 during the first wave of the epidemic in Lombardy, Italy. To compare the rate of clinical improvement between those who started LPV/ritonavir (LPV/r)+HCQ within 5 days of symptom onset (early treatment, ET) and those who started later (delayed treatment, DT). This was a retrospective intent-to-treat analysis of the hospitalized patients who started LPV/r + HCQ between 21 February and 20 March 2020. The association between the timing of treatment and the probability of 30-day mortality was assessed using univariable and multivariable logistic models. The study involved 172 patients: 43 (25%) in the ET and 129 (75%) in the DT group. The rate of clinical improvement increased over time to 73.3% on day 30, without any significant difference between the two groups (Gray's test P = .213). After adjusting for potentially relevant clinical variables, there was no significant association between the timing of the start of treatment and the probability of 30-day mortality (adjusted odds ratio [aOR] ET vs DT = 1.45, 95% confidence interval 0.50-4.19). Eight percent of the patients discontinued the treatment becausebecause of severe gastrointestinal disorders attributable to LPV/r. The timing of the start of LPV/r + HCQ treatment does not seem to affect the clinical course of hospitalized patients with COVID-19. Together with the severe adverse events attributable to LPV/r, this raises concerns about the benefit of using this combination to treat COVID-19.",-,-,_,-,_,10.1002/jmv.26407,"['hydroxychloroquine', 'lopinavir']",,,-
1210,Treatment of COVID-19 Patients with Convalescent Plasma Reveals a Signal of Significantly Decreased Mortality,"Coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome coronavirus 2, has spread globally, and proven treatments are limited. Transfusion of convalescent plasma collected from donors who have recovered from COVID-19 is among many approaches being studied as potentially efficacious therapy. We are conducting a prospective, propensity score-matched study assessing the efficacy of COVID-19 convalescent plasma transfusion versus standard of care as treatment for severe and/or critical COVID-19. We present herein the results of an interim analysis of 316 patients enrolled at Houston Methodist hospitals from March 28 to July 6, 2020. Of the 316 transfused patients, 136 met a 28-day outcome and were matched to 251 non-transfused control COVID-19 patients. Matching criteria included age, sex, body mass index, comorbidities, and baseline ventilation requirement 48 hours from admission, and in a second matching analysis, ventilation status at day 0. Variability in the timing of transfusion relative to admission and titer of antibodies of plasma transfused allowed for analysis in specific matched cohorts. The analysis showed a significant reduction (P = 0.047) in mortality within 28 days, specifically in patients transfused within 72 hours of admission with plasma with an anti-spike protein receptor binding domain titer of ≥1:1350. These data suggest that treatment of COVID-19 with high anti-receptor binding domain IgG titer convalescent plasma is efficacious in early-disease patients.",-,-,_,-,_,10.1016/j.ajpath.2020.08.001,,,,-
1211,Hydroxychloroquine versus lopinavir/ritonavir in severe COVID-19 patients - Results from a real-life patient cohort,"No statistically significant differences were observed in outcome parameters in patients treated with HCQ or LPV/RTV but patients in the LPV/RTV group showed a numerically lower hospital mortality rate. Additionally, in comparison to other studies we demonstrated a lower mortality in patients treated with LPV/RTV despite having similar patient groups, perhaps due to early initiation of treatment.",-,-,_,-,_,10.1007/s00508-020-01720-y,,['hydroxychloroquine'],,-
1215,Convalescent plasma a clutch at straws in COVID-19 management! A systematic review and meta-analysis,"In the absence of definitive therapy for coronavirus disease (COVID-19), convalescent plasma therapy (CPT) may be a critical therapeutic option. This review was conducted to evaluate the impact of CPT in COVID-19 patients based on the publications reported to date. A robust screening of electronic databases was conducted up to 10th July 2020. Randomized controlled trials (RCTs), cohort studies, and case series with a control group evaluating the effectiveness and safety of CPT in patients with COVID-19 are included for the meta-analyses. Our search retrieved seven studies, including two RCTs and five cohort studies, with a total of 5444 patients. In patients with COVID-19, the use of CPT reduces mortality (odd's ratio [OR] 0.44; 95% CI, 0.25-0.77), increases viral clearance (OR, 11.29; 95% CI, 4.9-25.9) and improves clinically (OR, 2.06; 95% CI, 0.8 to 4.9). However, the evidence is of low quality (mortality reduction, and viral clearance), and very low quality (clinical improvement). CPT may be beneficial for reducing mortality, viral shedding and improving clinical conditions in COVID-19 patients. However, further randomized control trials (RCT) are required to substantiate the safety margin, initiation, optimal dosage, titre and duration of CPT.",-,-,_,-,_,10.1002/jmv.26408,,,,-
1218,Antibody-based immunotherapeutics and use of convalescent plasma to counter COVID-19: advances and prospects,"In a pandemic situation such as COVID-19, the development of new drugs should focus on and expedite the strategies where safety and efficacy are proven. Antibody-based immunotherapeutic approaches such as convalescent plasma, intravenous immunoglobulins, and mAbs have a proven record of safety and efficacy and are in use for decades. Some of them are already being used to manage COVID-19 patients and found to be useful. However, the mAbs with virus neutralization potential is the need of the hour during this COVID-19 pandemic to be more specific and virus targeted. The research and investment need to be accelerated to bring them into clinical use for prophylactic and therapeutic purposes against COVID-19.",-,-,_,-,_,10.1080/14712598.2020.1796963,,,,-
1219,"Baricitinib, a drug with potential effect to prevent SARS-COV-2 from entering target cells and control cytokine storm induced by COVID-19","In December 2019, a novel coronavirus pneumonia (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) suddenly broke out in China and rapidly spread all over the world. Recently, a cell surface protein, known as angiotensin-converting enzyme II (ACE2), has been identified to be involved in receptor-mediated endocytosis for SARS-CoV-2 entry to the cells. Many studies have reported the clinical characteristics of COVID-19: sudden deterioration of disease around 1-2 weeks after onset; much lower level of lymphocytes, especially natural killer (NK) cells in peripheral blood; extremely high pro-inflammatory cytokines and C reactive protein (CRP). About 15.7% of patients develop severe pneumonia, and cytokine storm is an important factor leading to rapid disease progression. Currently, there are no specific drugs for COVID-19 and the cytokine storm it causes. Baricitinib intracellularly inhibits the proinflammatory signal of several cytokines by suppressing Janus kinase (JAK) JAK1/JAK2. It has been demonstrated clinical benefits for the patients with rheumatoid arthritis (RA), active systemic lupus erythematosus and atopic dermatitis with good efficacy and safety records. Baricitinib is expected to interrupt the passage and intracellular assembly of SARS-CoV-2 into the target cells mediated by ACE2 receptor, and treat cytokine storm caused by COVID-19. Several clinical trials are currently investigating the drug, and one of which has been completed with encouraging results. In this paper, we will elaborate the role of cytokine storm mediated by JAK-STAT pathway in severe COVID-19, the possible mechanisms of baricitinib on reducing the viral entry into the target cells and cytokine storm, the key points of pharmaceutical care based on the latest research reports, clinical trials progress and drug instruction from the US FDA, so as to provide reference for the treatment of severe COVID-19.",-,-,_,-,_,10.1016/j.intimp.2020.106749,,['baricitinib'],,-
1220,Antiviral Agent Therapy Optimization in Special Populations of COVID-19 Patients,"Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is now a global outbreak of disease. The antiviral treatment acts as one of the most important means of SARS-CoV-2 infection. Alteration of physiological characteristics in special populations may lead to the change in drug pharmacokinetics, which may result in treatment failure or increased adverse drug reactions. Some potential drugs have shown antiviral effects on SARS-CoV-2 infections, such as chloroquine, hydroxychloroquine, favipiravir, lopinavir/ritonavir, arbidol, interferon alpha, and remedsivir. Here, we reviewed the literature on clinical effects in COVID-19 patients of these antiviral agents and provided the potential antiviral agent options for pregnant women, elderly patients, liver or renal dysfunction patients, and severe or critically ill patients receiving renal replacement therapy or ECMO after SARS-CoV-2 infection.",-,-,_,-,_,10.2147/DDDT.S259058,,,"['chloroquine', 'hydroxychloroquine']",-
1221,Successful recovery of recurrence of positive SARS-CoV-2 RNA in COVID-19 patient with systemic lupus erythematosus: a case report and review,"COVID-19 has become a global concern. A large number of reports have explained the clinical characteristics and treatment strategies of COVID-19, but the characteristics and treatment of COVID-19 patient with systemic lupus erythematosus (SLE) are still unclear. Here, we report the clinical features and treatment of the first SLE patient with confirmed COVID-19 pneumonia. This was a 39-year-old woman, diagnosed with SLE 15 years ago, whose overall clinical characteristics (symptoms, laboratory tests, and chest CTs) were similar to those of the general COVID-19 patients. She continued to take the previous SLE drugs (doses of glucocorticoids, hydroxychloroquine, and immunosuppressive agents were not reduced) and was treated with strict antiviral and infection prevention treatment. After the first discharge, she got a recurrence of COVID-19 during her home isolation, and then returned to hospital and continued the previous therapy. Finally, this long-term immune suppressive patient's COVID-19 was successfully cured. The successful recovery of this case has significant reference value for the future treatment of COVID-19 patients with SLE. Key Points • COVID-19 patients with SLE is advocated to continue the medical treatment for SLE. • Hydroxychloroquine may have potential benefits for COVID-19 patients with SLE. • COVID-19 patients with SLE is prone to relapse, and multiple follow-ups are necessary.",-,-,_,-,_,https://pesquisa.bvsalud.org/controlecancer/resource/pt/mdl-32725351,['hydroxychloroquine'],,,-
1227,Clinical remission of a critically ill COVID-19 patient treated by human umbilical cord mesenchymal stem cells,These results indicated the clinical outcome and good tolerance of allogenic hUCMSCs transfer.,-,-,_,-,_,10.1097/MD.0000000000021429,,,,-
1229,Lessons learned from early compassionate use of convalescent plasma on critically ill patients with Covid-19,We recommend extreme caution in using CP in critically ill patients more than 2 weeks after the onset of COVID-19 pneumonia.,-,-,_,-,_,10.1111/trf.15975,,,,-
1230,"Morning vs. evening administration of antiviral therapy in COVID-19 patients. A preliminary retrospective study in Ferrara, Italy",This report is the first study evaluating temporized morning vs. evening antiviral administration in SARS-CoV-2 patients. The morning regimen was associated with a significant reduction in CRP values. Further confirmations with larger and multicenter samples of patients could reveal novel potentially useful insights.,-,-,_,-,_,PUBMED_ID:32767353/,,,,-
1232,BCG vaccination policy and preventive chloroquine usage: do they have an impact on COVID-19 pandemic?,"Coronavirus disease 2019 (COVID-19) is a severe acute respiratory syndrome caused by Coronavirus 2 (SARS-CoV-2). In the light of its rapid global spreading, on 11 March 2020, the World Health Organization has declared it a pandemic. Interestingly, the global spreading of the disease is not uniform, but has so far left some countries relatively less affected. The reason(s) for this anomalous behavior are not fully understood, but distinct hypotheses have been proposed. Here we discuss the plausibility of two of them: the universal vaccination with Bacillus Calmette-Guerin (BCG) and the widespread use of the antimalarial drug chloroquine (CQ). Both have been amply discussed in the recent literature with positive and negative conclusions: we felt that a comprehensive presentation of the data available on them would be useful. The analysis of data for countries with over 1000 reported COVID-19 cases has shown that the incidence and mortality were higher in countries in which BCG vaccination is either absent or has been discontinued, as compared with the countries with universal vaccination. We have performed a similar analysis of the data available for CQ, a widely used drug in the African continent and in other countries in which malaria is endemic; we discuss it here because CQ has been used as the drug to treat COVID-19 patients. Several African countries no longer recommend it officially for the fight against malaria, due to the development of resistance to Plasmodium, but its use across the continent is still diffuse. Taken together, the data in the literature have led to the suggestion of a possible inverse correlation between BCG immunization and COVID-19 disease incidence and severity.",-,-,_,-,_,10.1038/s41419-020-2720-9,,['chloroquine'],,-
1233,Early Hydroxychloroquine Administration for Rapid Severe Acute Respiratory Syndrome Coronavirus 2 Eradication,"There are no proven therapeutics for Coronavirus disease 2019 (COVID-19) pneumonia outbreak. We observed and analyzed the clinical efficacy of the most used hydroxychloroquine (HCQ) for 30 days. In this study, administration of HCQ <5 days from diagnosis (odds ratio: 0.111, 95% confidence interval: 0.034 - 0.367, ",-,-,_,-,_,PUBMED_ID:32757497/,,['hydroxychloroquine'],,-
1235,Low-Dose Subcutaneous Tocilizumab to Prevent Disease Progression in Patients with Moderate COVID-19 Pneumonia and Hyperinflammation,Low-dose subcutaneous TCZ may be a safe and promising therapeutic option administered on top of SOC to prevent disease progression in hospitalised patients with moderate COVID-19 and hyperinflammation.,-,-,_,-,_,https://www.ijidonline.com/article/S1201-9712(20)30616-0/fulltext,['tocilizumab'],,,-
1237,AVIFAVIR for Treatment of Patients with Moderate COVID-19: Interim Results of a Phase II/III Multicenter Randomized Clinical Trial,"In May 2020 the Russian Ministry of Health granted fast-track marketing authorization to RNA polymerase inhibitor AVIFAVIR (favipiravir) for the treatment of COVID-19 patients. In the pilot stage of Phase II/III clinical trial, AVIFAVIR enabled SARS-CoV-2 viral clearance in 62.5% of patients within 4 days, and was safe and well-tolerated. Clinical Trials Registration. NCT04434248.",-,-,_,-,_,10.1093/cid/ciaa1176,,,,-
1238,"SARS-CoV-2 Clearance in COVID-19 Patients with Novaferon Treatment: A Randomized, Open-label, Parallel Group Trial",Number ChiCTR2000029496 at the Chinese Clinical Trial Registry (http://www.chictr.org.cn/).,-,-,_,-,_,10.1016/j.ijid.2020.07.053,,,,-
1239,"Association of angiotensin converting enzyme inhibitors and angiotensin II receptor blockers with risk of COVID-19, inflammation level, severity, and death in patients with COVID-19: A rapid systematic review and meta-analysis","An association among the use of angiotensin converting enzyme (ACE) inhibitors and angiotensin-receptor blockers (ARBs) with the clinical outcomes of coronavirus disease 2019 (COVID-19) is unclear. PubMed, EMBASE, MedRxiv, and BioRxiv were searched for relevant studies that assessed the association between application of ACEI/ARB and risk of COVID-19, inflammation level, severity COVID-19 infection, and death in patients with COVID-19. Eleven studies were included with 33 483 patients. ACEI/ARB therapy might be associated with the reduced inflammatory factor (interleukin-6) and elevated immune cells counts (CD3, CD8). Meta-analysis showed no significant increase in the risk of COVID-19 infection (odds ratio [OR]: 0.95, 95%CI: 0.89-1.05) in patients receiving ACEI/ARB therapy, and ACEI/ARB therapy was associated with a decreased risk of severe COVID-19 (OR: 0.75, 95%CI: 0.59-0.96) and mortality (OR: 0.52, 95%CI: 0.35-0.79). Subgroup analyses showed among the general population, ACEI/ARB therapy was associated with reduced severe COVID-19 infection (OR: 0.79, 95%CI: 0.60-1.05) and all-cause mortality (OR: 0.31, 95%CI: 0.13-0.75), and COVID-19 infection (OR: 0.85, 95% CI: 0.66-1.08) were not increased. Among patients with hypertension, the use of an ACEI/ARB was associated with a lower severity of COVID-19 (OR: 0.73, 95%CI: 0.51-1.03) and lower mortality (OR: 0.57, 95%CI: 0.37-0.87), without evidence of an increased risk of COVID-19 infection (OR: 1.00). On the basis of the available evidence, ACEI/ARB therapy should be continued in patients who are at risk for, or have COVID-19, either in general population or hypertension patients. Our results need to be interpreted with caution considering the potential for residual confounders, and more well-designed studies that control the clinical confounders are necessary to confirm our findings.",-,-,_,-,_,10.1002/clc.23421,,,,-
1240,"Searching for COVID-19 treatments: First, do no harm","An association among the use of angiotensin converting enzyme (ACE) inhibitors and angiotensin-receptor blockers (ARBs) with the clinical outcomes of coronavirus disease 2019 (COVID-19) is unclear. PubMed, EMBASE, MedRxiv, and BioRxiv were searched for relevant studies that assessed the association between application of ACEI/ARB and risk of COVID-19, inflammation level, severity COVID-19 infection, and death in patients with COVID-19. Eleven studies were included with 33 483 patients. ACEI/ARB therapy might be associated with the reduced inflammatory factor (interleukin-6) and elevated immune cells counts (CD3, CD8). Meta-analysis showed no significant increase in the risk of COVID-19 infection (odds ratio [OR]: 0.95, 95%CI: 0.89-1.05) in patients receiving ACEI/ARB therapy, and ACEI/ARB therapy was associated with a decreased risk of severe COVID-19 (OR: 0.75, 95%CI: 0.59-0.96) and mortality (OR: 0.52, 95%CI: 0.35-0.79). Subgroup analyses showed among the general population, ACEI/ARB therapy was associated with reduced severe COVID-19 infection (OR: 0.79, 95%CI: 0.60-1.05) and all-cause mortality (OR: 0.31, 95%CI: 0.13-0.75), and COVID-19 infection (OR: 0.85, 95% CI: 0.66-1.08) were not increased. Among patients with hypertension, the use of an ACEI/ARB was associated with a lower severity of COVID-19 (OR: 0.73, 95%CI: 0.51-1.03) and lower mortality (OR: 0.57, 95%CI: 0.37-0.87), without evidence of an increased risk of COVID-19 infection (OR: 1.00). On the basis of the available evidence, ACEI/ARB therapy should be continued in patients who are at risk for, or have COVID-19, either in general population or hypertension patients. Our results need to be interpreted with caution considering the potential for residual confounders, and more well-designed studies that control the clinical confounders are necessary to confirm our findings.",-,-,_,-,_,10.1093/ajhp/zxaa257,,,,-
1245,"The effects of renin–angiotensin system inhibitors (RASI) in coronavirus disease (COVID-19) with hypertension: A retrospective,single-center trial","Through the analysis of this small sample, RASI could be deemed safe and effective to control high blood pressure of COVID-19 patients. Further analysis with a larger sampling size is required to explore the underlying mechanisms.",-,-,_,-,_,10.1016/j.medcli.2020.06.007,,,,-
1247,The Potential Vaccine Component for COVID-19: A Comprehensive Review of Global Vaccine Development Efforts,"The whole world is concerned about the pandemic of coronavirus disease (COVID-19), caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), due to fatality of this condition. This has become a public health emergency of international concern. No specific vaccine and medicine have proven effective in large-sized trials at this time. With the rapidly increasing number of positive cases and deaths, there is a dire need for effective treatments and an effective vaccine for prevention. An urgent unmet need led to the planning and opening of multiple drug development trials for treatment and vaccine development. In this article, we have summarized data on cell receptor interactions and data on prospects of new vaccines targeting the deoxyribonucleic acid (DNA), messenger ribonucleic acid (mRNA), and viral minigenes. We have tabulated the available data on various clinical trials testing various aspects of COVID-19 vaccines.",-,-,_,-,_,https://www.cureus.com/articles/34785-the-potential-vaccine-component-for-covid-19-a-comprehensive-review-of-global-vaccine-development-efforts,,,['vaccine'],-
1249,"COVID-19, asthma, and biologic therapies: What we need to know","Managing patients with severe asthma during the coronavirus pandemic and COVID-19 is a challenge. Authorities and physicians are still learning how COVID-19 affects people with underlying diseases, and severe asthma is not an exception. Unless relevant data emerge that change our understanding of the relative safety of medications indicated in patients with asthma during this pandemic, clinicians must follow the recommendations of current evidence-based guidelines for preventing loss of control and exacerbations. Also, with the absence of data that would indicate any potential harm, current advice is to continue the administration of biological therapies during the COVID-19 pandemic in patients with asthma for whom such therapies are clearly indicated and have been effective. For patients with severe asthma infected by SARS-CoV-2, the decision to maintain or postpone biological therapy until the patient recovers should be a case-by-case based decision supported by a multidisciplinary team. A registry of cases of COVID-19 in patients with severe asthma, including those treated with biologics, will help to address a clinical challenge in which we have more questions than answers.",-,-,_,-,_,10.1016/j.waojou.2020.100126,,,,-
1253,Administration of Immunoglobulins in SARS-CoV-2-Positive Patient Is Associated With Fast Clinical and Radiological Healing: Case Report,"Polyclonal preparation of IgM as an adjuvant therapy has been reported as a relevant immunomodulant therapy in several infectious diseases, exhibiting, in most cases, improvement of the clinical course. No drug has demonstrated therapeutic efficacy for COVID-19. Immunomodulatory treatment with hydroxychloroquine and biologics as tocilizumab, in fact, has not proven to show satisfactory results in several reports. We therefore treated a selected patient with interstitial multifocal pneumonia, positive to COVID-19, with polyclonal preparation of immunoglobulins as an adjuvant therapy, obtaining in few days clinical remission and improvements in radiological findings. Based on this case report, we suggest that clinical trials are conducted to test the efficacy and safety of polyclonal immunoglobulins for adjunctive therapy of COVID-19.",-,-,_,-,_,https://www.frontiersin.org/article/10.3389/fmed.2020.00388,"['hydroxychloroquine', 'tocilizumab']",,,-
